Department,PrjInvId,Project Id,Person,NetId,Role,Start,End,Cost,Type,Title
Applied and Engineering Physics,58459-2369,58459,"CRAIGHEAD, HAROLD G",HGC1,CO,2009,2015,3448708,GRANT,DEVELOPMENT OF HIGH THROUGHPUT APTAMER-BASED PROTEIN CAPTURE/DETECTION ASSAYS TOWARDS COMPREHENSIVE ANALYSIS OF HUMAN PROTEOME
Applied and Engineering Physics,59070-20187,59070,"FENNIE, CRAIG J",CJF76,CO,2009,2016,4140000,GRANT,SISGR: USING INTERFACES TO CREATE STRONGLY-COUPLED MAGNETIC-FERROELECTRICS
Applied and Engineering Physics,59070-5784,59070,"MULLER, DAVID A",DM24,CO,2009,2016,4140000,GRANT,SISGR: USING INTERFACES TO CREATE STRONGLY-COUPLED MAGNETIC-FERROELECTRICS
Applied and Engineering Physics,55364-3021,55364,"BROCK, JOEL D",JDB20,CO,2010,2015,32040000,COOP,IMR: PHASE 1B ENERGY RECOVERY LINAC (ERL) TECHNOLOGY R&D
Applied and Engineering Physics,58881-3021,58881,"BROCK, JOEL D",JDB20,PI,2010,2016,77586038,COOP,OPERATION OF CORNELL HIGH ENERGY SYNCHROTRON SOURCE (CHESS)
Applied and Engineering Physics,59479-20187,59479,"FENNIE, CRAIG J",CJF76,PI,2010,2016,700000,GRANT,STRONGLY COUPLED MULTIFERROIC MATERIALS BY DESIGN - HIERARCHICAL ORGANIZATION AT THE ATOMIC AND NANOSCALES
Applied and Engineering Physics,61533-2369,61533,"CRAIGHEAD, HAROLD G",HGC1,CO,2010,2016,2585457,GRANT,IN VIVO DETECTION AND IMAGING OF EPIGENETIC HISTONE MODIFICATIONS AND MODIFYING ENZYMES USING MULTIVALENT RNA APTAMERS
Applied and Engineering Physics,62769-20187,62769,"FENNIE, CRAIG J",CJF76,PI,2011,2016,400000,GRANT,CAREER: FERROIC COUPLING IN COMPLEX OXIDE HETEROSTRUCTURES FROM FIRST PRINCIPLES
Applied and Engineering Physics,63016-2369,63016,"CRAIGHEAD, HAROLD G",HGC1,KP,2011,2017,18359999,COOP,CORNELL CENTER FOR MATERIALS RESEARCH - MRSEC
Applied and Engineering Physics,63016-5784,63016,"MULLER, DAVID A",DM24,KP,2011,2017,18359999,COOP,CORNELL CENTER FOR MATERIALS RESEARCH - MRSEC
Applied and Engineering Physics,63016-2455,63016,"BUHRMAN, ROBERT A",RAB8,KP,2011,2017,18359999,COOP,CORNELL CENTER FOR MATERIALS RESEARCH - MRSEC
Applied and Engineering Physics,63016-20187,63016,"FENNIE, CRAIG J",CJF76,KP,2011,2017,18359999,COOP,CORNELL CENTER FOR MATERIALS RESEARCH - MRSEC
Applied and Engineering Physics,63016-3021,63016,"BROCK, JOEL D",JDB20,KP,2011,2017,18359999,COOP,CORNELL CENTER FOR MATERIALS RESEARCH - MRSEC
Applied and Engineering Physics,63232-989,63232,"KUSSE, BRUCE R",BRK2,CO,2011,2015,420000,GRANT,MAGNETIC FIELD ADVECTION IN HIGH ENERGY DENSITY PLASMAS PRODUCED BY RADIAL FOIL CONFIGURATIONS
Applied and Engineering Physics,63410-2913,63410,"WISE, FRANK W",FWW1,PI,2011,2015,812000,GRANT,CHARGE TRANSFER ACROSS THE BOUNDARY OF PHOTON-HARVESTING NANOCRYSTALS
Applied and Engineering Physics,64988-2913,64988,"WISE, FRANK W",FWW1,KP,2012,2016,1594667,GRANT,TECHNOLOGY DEVELOPMENT FOR IN VIVO DEEP TISSUE IMAGING
Applied and Engineering Physics,65631-20187,65631,"FENNIE, CRAIG J",CJF76,CO,2012,2015,1321554,COOP,NSF NANOSYSTEMS ENGINEERING RESEARCH CENTER FOR TRANSLATIONAL APPLICATIONS OF NANOSCALE MULTIFERROIC SYSTEMS TANMS
Applied and Engineering Physics,65945-2369,65945,"CRAIGHEAD, HAROLD G",HGC1,CO,2012,2016,1680769,GRANT,TOOLS FOR SINGLE MOLECULE AND SINGLE CELL EPIGENOMIC ANALYSIS
Applied and Engineering Physics,66231-989,66231,"KUSSE, BRUCE R",BRK2,PI,2012,2015,675000,GRANT,THE DYNAMICS OF HIGH ENERGY DENSITY PLASMAS IN RADIAL FOIL CONFIGURATIONS.
Applied and Engineering Physics,66307-3464,66307,"LOVELACE, RICHARD V",RVL1,CO,2012,2016,342572,GRANT,LAUNCHING AND COLLIMATION OF OUTFLOWS FROM YOUNG SOLAR-TYPE STARS
Applied and Engineering Physics,66970-20187,66970,"FENNIE, CRAIG J",CJF76,PI,2012,2016,230000,GRANT,DMREF: MULTIFUNCTIONAL INTERFACIAL MATERIALS BY DESIGN
Applied and Engineering Physics,67350-989,67350,"KUSSE, BRUCE R",BRK2,CO,2012,2017,11000000,COOP,CENTER FOR PULSED-POWER-DRIVEN HIGH-ENERGY-DENSITY PLASMAS
Applied and Engineering Physics,69529-2455,69529,"BUHRMAN, ROBERT A",RAB8,PI,2012,2015,232008,GRANT,LOW TEMPERATURE SPIN-TORQUE MRAM FOR INTEGRATION WITH SUPERCONDUCTING DIGITAL ELECTRONICS
Applied and Engineering Physics,68013-30910,68013,"FUCHS, GREGORY D",GDF9,PI,2013,2018,600000,GRANT,CAREER: QUANTUM INFORMATION SCIENCE WITH SINGLE DEFECTS IN ZNO
Applied and Engineering Physics,68685-20187,68685,"FENNIE, CRAIG J",CJF76,PI,2013,2015,492583,CONTRACT,CENTER OF FUNCTION ACCELERATED NANOMATERIAL ENGINEERING (FAME)
Applied and Engineering Physics,68963-2913,68963,"WISE, FRANK W",FWW1,PI,2013,2016,360433,GRANT,HIGH-PERFORMANCE FEMTOSECOND FIBER LASERS BASE DON NEW PULSE EVOLUTIONS
Applied and Engineering Physics,69310-2913,69310,"WISE, FRANK W",FWW1,PI,2013,2016,397373,GRANT,"NOVEL NONLINEAR OPTICAL PROCESSES IN ACTIVE, RANDOM, AND NANOSTRUCTURED SYSTEMS"
Applied and Engineering Physics,68964-36589,68964,"PABIT, SERSITA SUZETTE A",SAP73,KP,2014,2018,1363203,GRANT,RNA DYNAMICS: FROM GLOBAL STRUCTURE TO ATOMIC DETAIL
Applied and Engineering Physics,69874-3021,69874,"BROCK, JOEL D",JDB20,PI,2014,2019,100401477,COOP,OPERATION OF CORNELL HIGH ENERGY SYNCHROTRON SOURCE (CHESS)
Applied and Engineering Physics,70993-3464,70993,"LOVELACE, RICHARD V",RVL1,PI,2014,2017,332892,GRANT,"TIME-DEPENDENT, ONE AND TWO-SIDED JETS FROM FORMING STARS"
Applied and Engineering Physics,71418-20187,71418,"FENNIE, CRAIG J",CJF76,PI,2014,2020,360000,COOP,FERROIC COUPLING AND THE ROLE OF DIMENSIONALITY IN RUDDLESDEN-POPPER COMPLEX OXIDES
Applied and Engineering Physics,71459-2455,71459,"BUHRMAN, ROBERT A",RAB8,PI,2014,2015,285016,CONTRACT,CRYOGENIC COMPUTING COMPLEXITY: THRUST 1 MEMORY
Applied and Engineering Physics,71594-5784,71594,"MULLER, DAVID A",DM24,PI,2014,2016,170000,CONTRACT,OPEN-SOURCE VISUALIZATION AND ANALYSIS PLATFORM FOR 3D RECONSTRUCTIONS OF MATERIALS BY TRANSMISSION ELECTRON MICROSCOPY
Applied and Engineering Physics,71642-2455,71642,"BUHRMAN, ROBERT A",RAB8,PI,2014,2016,300000,CONTRACT,DEVELOPMENT OF THIN FILM MATERIAL SYSTEMS FOR STT- MRAM: ENHANCEMENT OF SPIN HALL EFFECTS AND IMPROVEMENTS OF PERPENDICULAR MAGNETIC ANISOTROPY PROPERTIES
Applied and Engineering Physics,71971-30910,71971,"FUCHS, GREGORY D",GDF9,PI,2014,2019,750000,GRANT,"TIME-RESOLVED ELECTRICAL, OPTICAL, AND THERMAL PROBES OF TOPOLOGICAL SPIN TEXTURES IN MAGNETIC NANOSTRUCTURES"
Applied and Engineering Physics,72237-20187,72237,"FENNIE, CRAIG J",CJF76,CO,2014,2019,12000,GRANT,MOORE FOUNDATION PROPOSAL
Applied and Engineering Physics,72260-5784,72260,"MULLER, DAVID A",DM24,PI,2014,2015,90141,CONTRACT,MECHANISTIC UNDERSTANDING OF HIGH POWER PERFORMANCE OF LOW PT-LOADING ELECTROCATALYSTS BY 3D TEM TOMOGRAPHY 
Applied and Engineering Physics,72392-30910,72392,"FUCHS, GREGORY D",GDF9,PI,2014,2017,510000,GRANT,QUANTUM SPIN-PHONON INTERACTIONS WITH NITROGEN-VACANCY CENTERS IN DIAMOND
Applied and Engineering Physics,72633-5784,72633,"MULLER, DAVID A",DM24,CO,2014,2016,2698364,GRANT,"MRI: ACQUISITION OF A CRYOGENIC, ABERRATION-CORRECTED SCANNING TRANSMISSION ELECTRON MICROSCOPE FOR ADVANCED MATERIALS RESEARCH AND EDUCATION"
Applied and Engineering Physics,72633-25587,72633,"KOURKOUTIS, LENA FITTING",LF56,PI,2014,2016,2698364,GRANT,"MRI: ACQUISITION OF A CRYOGENIC, ABERRATION-CORRECTED SCANNING TRANSMISSION ELECTRON MICROSCOPE FOR ADVANCED MATERIALS RESEARCH AND EDUCATION"
Applied and Engineering Physics,72801-30910,72801,"FUCHS, GREGORY D",GDF9,PI,2014,2019,1000000,GRANT,SPATIOTEMPORAL IMAGING OF MAGNETIZATION DYNAMICS AT THE NANOSCALE: BREAKING THE DIFFRACTION LIMIT
Applied and Engineering Physics,73565-3021,73565,"BROCK, JOEL D",JDB20,CO,2014,2016,932000,GRANT,INSITU@CHESS: INTEGRATED SIMULATION AND X-RAY INTERROGATION TOOLS AND TRAINING FOR UMECHANICS AT THE CORNELL HIGH ENERGY SYNCHROTRON SOURCE
Applied and Engineering Physics,73107-25587,73107,"KOURKOUTIS, LENA FITTING",LF56,PI,2015,2019,875000,GRANT,UNDERSTANDING AND CONTROLLING EMERGENT PHENOMENA IN COMPLEX OXIDES
Applied and Engineering Physics,74444-30910,74444,"FUCHS, GREGORY D",GDF9,PI,2015,2018,450000,GRANT,REU SITE: INTERDISCIPLINARY MATERIALS RESEARCH
Applied and Engineering Physics,74482-3021,74482,"BROCK, JOEL D",JDB20,KP,2015,2018,404625,GRANT,REU SITE: ACCELERATOR PHYSICS AND SYNCHROTRON RADIATION SCIENCE
Applied and Engineering Physics,76170-5784,76170,"MULLER, DAVID A",DM24,PI,2015,2020,0,CONTRACT,ACADEMIC PARTNERSHIP COLLABORATIVE AGREEMENT
Applied and Engineering Physics,77019-5784,77019,"MULLER, DAVID A",DM24,PI,2015,2016,98134,CONTRACT,MECHANISTIC UNDERSTANDING OF HIGH POWER PERFORMANCE OF LOW PT-LOADING ELECTROCATALYSTS BY 3D TEM TOMOGRAPHY
Applied and Engineering Physics,77290-2455,77290,"BUHRMAN, ROBERT A",RAB8,PI,2015,2018,386000,GRANT,LOW TEMPERATURE SPIN-TORQUE MRAM FOR INTEGRATION WITH SUPERCONDUCTING DIGITAL ELECTRONICS
Biomedical Engineering,58266-20007,58266,"KING, MICHAEL R",MRK93,PI,2010,2015,1969037,GRANT,MODEL OF PLATELET ADHESION AND THROMBUS FORMATION
Biomedical Engineering,59995-14988,59995,"BUTCHER, JONATHAN T",JTB47,PI,2010,2016,443000,GRANT,CAREER: ENGINEERING FUNCTIONAL TISSUE ASSEMBLY AND REMODELING THROUGH DEVELOPMENTAL BIOLOGY
Biomedical Engineering,60606-24447,60606,"HERNANDEZ, CHRISTOPHER J",CJH275,PI,2010,2015,1132354,GRANT,BIOMECHANICAL EFFECTS OF MICROSTRUCTURAL FLAWS IN CANCELLOUS BONE
Biomedical Engineering,61533-2071,61533,"ZIPFEL, WARREN R",WRZ2,CO,2010,2016,2585457,GRANT,IN VIVO DETECTION AND IMAGING OF EPIGENETIC HISTONE MODIFICATIONS AND MODIFYING ENZYMES USING MULTIVALENT RNA APTAMERS
Biomedical Engineering,62753-17447,62753,"REINHART-KING, CYNTHIA",CAK57,PI,2011,2015,455525,GRANT,CAREER: FUNCTIONAL HETEROGENEITY IN CELL CHEMOTAXIS
Biomedical Engineering,63016-1814,63016,"PUTNAM, DAVID",DAP43,KP,2011,2017,18359999,COOP,CORNELL CENTER FOR MATERIALS RESEARCH - MRSEC
Biomedical Engineering,63172-14988,63172,"BUTCHER, JONATHAN T",JTB47,PI,2011,2016,1890530,GRANT,BIOMECHANICAL REGULATION OF VALVULOGENESIS
Biomedical Engineering,64353-3626,64353,"OLBRICHT, WILLIAM L",WLO1,PI,2012,2015,358907,GRANT,ULTRASOUND-ASSISTED CONVECTION-ENHANCED DRUG DELIVERY TO THE BRAIN
Biomedical Engineering,64987-2071,64987,"ZIPFEL, WARREN R",WRZ2,PI,2012,2017,158999,GRANT,FUNCTIONAL AND PHARMACOLOGICAL IMPLICATIONS OF METABOTROPIC GLUTAMATE RECEPTOR HETEROMERIZATION
Biomedical Engineering,66923-2923,66923,"SHULER, MICHAEL L",MLS50,PI,2012,2015,2880095,COOP,MICROPHYSIOLOGICAL SYSTEMS AND LOW COST MICROFLUIDIC PLATFORM WITH ANALYTICS
Biomedical Engineering,67048-17447,67048,"REINHART-KING, CYNTHIA",CAK57,PI,2012,2016,400002,GRANT,PESO: IN VITRO MODELS OF METASTATIC COLLAGEN MICROTRACKS
Biomedical Engineering,68415-14988,68415,"BUTCHER, JONATHAN T",JTB47,PI,2012,2015,0,CONTRACT,DEVICE FOR ELECTROMECHANICAL ASSESSMENT OF PRE-TERM LABOR RISK: STTR IP AGREEMENT
Biomedical Engineering,67991-1814,67991,"PUTNAM, DAVID",DAP43,KP,2013,2018,658790,GRANT,"NONENZYMATIC GLYCATION, BONE QUALITY, AND MCIRDAMAGE IN DIABETIC HUMAN TISSUE"
Biomedical Engineering,67991-24447,67991,"HERNANDEZ, CHRISTOPHER J",CJH275,KP,2013,2018,658790,GRANT,"NONENZYMATIC GLYCATION, BONE QUALITY, AND MCIRDAMAGE IN DIABETIC HUMAN TISSUE"
Biomedical Engineering,68003-14988,68003,"BUTCHER, JONATHAN T",JTB47,PI,2013,2016,404661,GRANT,EFFECTS OF HYDROXYAPATITE MINERALIZATION AND VALVE CELL PHENOTYPE
Biomedical Engineering,68250-1814,68250,"PUTNAM, DAVID",DAP43,PI,2013,2016,352365,CONTRACT,SELF-BOOSTING PATHOGEN-LIKE PARTICLE MULTI-ANTIGEN VACCINE FOR FEMALE FELINE IMMUNOSTERILIZATION
Biomedical Engineering,68683-14988,68683,"BUTCHER, JONATHAN T",JTB47,PI,2013,2015,166240,GRANT,PFI: AIR TECHNOLOGY TRANSLATION - DUAL MODE ELECTROMECHANICAL ASSESSMENT OF SOFT TISSUE CHARACTER IN VIVO
Biomedical Engineering,68962-5324,68962,"WILLIAMS, REBECCA M",RW36,KP,2013,2016,365089,GRANT,A MINIATURE CONFOCAL FOR LONG TERM 3D MULTICOLOR IMAGING WITHIN A C02 INCUBATOR
Biomedical Engineering,68962-2071,68962,"ZIPFEL, WARREN R",WRZ2,PI,2013,2016,365089,GRANT,A MINIATURE CONFOCAL FOR LONG TERM 3D MULTICOLOR IMAGING WITHIN A C02 INCUBATOR
Biomedical Engineering,69312-1814,69312,"PUTNAM, DAVID",DAP43,PI,2013,2015,143000,CONTRACT,LCST POLYMERS IN ORGANIC ENVIRONMENTS 
Biomedical Engineering,69716-14988,69716,"BUTCHER, JONATHAN T",JTB47,PI,2013,2015,89000,GRANT,3D BIOPRINTING OF HETEROGENEOUS TRILEAFLET VALVE CONDUITS
Biomedical Engineering,70112-24447,70112,"HERNANDEZ, CHRISTOPHER J",CJH275,PI,2013,2015,50000,CONTRACT,FORMATION OF NEW TRABECULAE WITH SCLEROSTIN ANTIBODY TREATMENT
Biomedical Engineering,70754-5324,70754,"WILLIAMS, REBECCA M",RW36,KP,2014,2018,3027175,CONTRACT,CORNELL STEM CELL AND MODELING AND PHENOTYPING CORE
Biomedical Engineering,70754-2071,70754,"ZIPFEL, WARREN R",WRZ2,KP,2014,2018,3027175,CONTRACT,CORNELL STEM CELL AND MODELING AND PHENOTYPING CORE
Biomedical Engineering,70826-5324,70826,"WILLIAMS, REBECCA M",RW36,CO,2014,2018,1333160,GRANT,(PQA2) INTERSTITIAL STIFFNESS AS A PHYSICOCHEMICAL MODULATOR OF OBESITY-INDUCED BREAST CANCER
Biomedical Engineering,71775-1814,71775,"PUTNAM, DAVID",DAP43,PI,2014,2018,1444862,GRANT,SYNTHETIC LUBRICIN MIMETICS FOR THE TREATMENT OF OSTEOARTHRITIS
Biomedical Engineering,72633-1814,72633,"PUTNAM, DAVID",DAP43,KP,2014,2016,2698364,GRANT,"MRI: ACQUISITION OF A CRYOGENIC, ABERRATION-CORRECTED SCANNING TRANSMISSION ELECTRON MICROSCOPE FOR ADVANCED MATERIALS RESEARCH AND EDUCATION"
Biomedical Engineering,72633-14988,72633,"BUTCHER, JONATHAN T",JTB47,KP,2014,2016,2698364,GRANT,"MRI: ACQUISITION OF A CRYOGENIC, ABERRATION-CORRECTED SCANNING TRANSMISSION ELECTRON MICROSCOPE FOR ADVANCED MATERIALS RESEARCH AND EDUCATION"
Biomedical Engineering,72634-2071,72634,"ZIPFEL, WARREN R",WRZ2,PI,2014,2017,789918,GRANT,MRI: ACQUISITION OF A ZEISS ELYRA SUPER RESOLUTION MICROSCOPE FOR BRC IMAGING FACILITY AT CORNELL
Biomedical Engineering,72634-5324,72634,"WILLIAMS, REBECCA M",RW36,CO,2014,2017,789918,GRANT,MRI: ACQUISITION OF A ZEISS ELYRA SUPER RESOLUTION MICROSCOPE FOR BRC IMAGING FACILITY AT CORNELL
Biomedical Engineering,72847-17447,72847,"REINHART-KING, CYNTHIA",CAK57,PI,2014,2017,400000,GRANT,MATRIX MECHANICAL HOTSPOTS IN CELL-CELL ADHESION
Biomedical Engineering,72883-5324,72883,"WILLIAMS, REBECCA M",RW36,KP,2014,2016,155000,GRANT,THE MECHANISM OF FOLLICLE RUPTURE AT OVULATION REVEALED BY MUTIPHOTON MICROSCOPY IN VIVO
Biomedical Engineering,73428-1814,73428,"PUTNAM, DAVID",DAP43,PI,2014,2017,0,CONTRACT,STTR IP AGREEMENT
Biomedical Engineering,73588-14988,73588,"BUTCHER, JONATHAN T",JTB47,PI,2014,2016,115000,CONTRACT,STEM CELL AND CARDIAC VALVE RESEARCH PROJECT
Biomedical Engineering,74030-1814,74030,"PUTNAM, DAVID",DAP43,CO,2014,2016,50000,CONTRACT,DEVELOPMENT OF PRINTABLE CARTILAGE USING REGULATORY-COMPLIANT MATERIALS
Biomedical Engineering,74904-2923,74904,"SHULER, MICHAEL L",MLS50,PI,2014,2015,0,CONTRACT,ENCAPSULATION TECHNOLOGY FOR INCREASED STABILITY OF VERTEBRATE CELLS: APPLICATION WITH A BODY-ON-A CHIP SYSTEM
Biomedical Engineering,72736-2071,72736,"ZIPFEL, WARREN R",WRZ2,PI,2015,2018,1095257,GRANT,FAST INTERFERENCE-BASED SUPER-RESOLUTION MICROSCOPE FOR CANCER MECHANOBIOLOGY
Biomedical Engineering,73013-5324,73013,"WILLIAMS, REBECCA M",RW36,KP,2015,2020,2003513,GRANT,MECHANICAL REGULATION OF TUMOR ANGIOGENESIS
Biomedical Engineering,73013-17447,73013,"REINHART-KING, CYNTHIA",CAK57,PI,2015,2020,2003513,GRANT,MECHANICAL REGULATION OF TUMOR ANGIOGENESIS
Biomedical Engineering,73407-1814,73407,"PUTNAM, DAVID",DAP43,PI,2015,2016,72633,CONTRACT,REAL-TIME SPLICED-RNA DETECTION TO QUANTIFY LATENT HIV-INFECTED CELLS IN HAART PATIENTS
Biomedical Engineering,74107-24447,74107,"HERNANDEZ, CHRISTOPHER J",CJH275,PI,2015,2016,370946,GRANT,SEPARATING SYSTEMIC INFLAMMATION FROM OBESITY IN LOAD-INDUCED OSTEOARTHRITIS
Biomedical Engineering,74313-1814,74313,"PUTNAM, DAVID",DAP43,PI,2015,2016,86498,CONTRACT,SYNTHETIC SCALE-UP AND PRECLINICAL EVALUATION OF LUBRISYNTH
Biomedical Engineering,74445-24447,74445,"HERNANDEZ, CHRISTOPHER J",CJH275,PI,2015,2018,400000,GRANT,MECHANOBIOLOGY OF THE BACTERIAL CELL WALL
Biomedical Engineering,75362-2923,75362,"SHULER, MICHAEL L",MLS50,PI,2015,2017,115705,GRANT,IDENTIFYING SYNTHETIC LETHALITY APC- OR KRAS- MUTATION IN ORGANOTYPIC HUMAN COLORECTAL CANCER MODELS
Biomedical Engineering,76114-14988,76114,"BUTCHER, JONATHAN T",JTB47,PI,2015,2015,5000,GRANT,ROLE OF CADHERIN-11 AORTIC VALVE DISEASE
Biomedical Engineering,76328-1814,76328,"PUTNAM, DAVID",DAP43,PI,2015,2018,0,CONTRACT,STTR IP AGREEMENT
Biomedical Engineering,76708-1814,76708,"PUTNAM, DAVID",DAP43,PI,2015,2016,32907,CONTRACT,POINT-OF-CARE SPLICED RNA DIAGNOSTIC FOR ORAL DETECTION OF REPLICATION-COMPETENT LATENT HIV-1 INFECTION
Chemical and Biomolecular Engineering,55226-3713,55226,"ARCHER, LYNDEN A",LAA25,CO,2008,2015,24987685,GRANT,KAUST-CORNELL CENTER FOR RESEARCH AND EDUCATION
Chemical and Biomolecular Engineering,57720-4069,57720,"JOO, YONG L",YLJ2,CO,2009,2016,3200000,GRANT,IGERT: A GRADUATE TRAINEESHIP IN MATERIALS FOR A SUSTAINABLE FUTURE
Chemical and Biomolecular Engineering,58474-3591,58474,"STROOCK, ABRAHAM D",ADS10,PI,2009,2015,75000,GRANT,SCIENCE AND ENGINEERING OF METASTABLE LIQUID WATER IN SYNTHETIC TREES
Chemical and Biomolecular Engineering,58779-20287,58779,"TESTER, JEFFERSON",JWT54,PI,2010,2016,2921701,GRANT,IGERT: TRAINING PROGRAM IN SUSTAINABLE ENERGY RECOVERY FROM THE EARTH -- EDUCATIONAL INNOVATION AT THE INTERSECTION OF GEOSCIENCES AND ENGINEERING
Chemical and Biomolecular Engineering,58779-2320,58779,"KOCH, DONALD L",DLK15,CO,2010,2016,2921701,GRANT,IGERT: TRAINING PROGRAM IN SUSTAINABLE ENERGY RECOVERY FROM THE EARTH -- EDUCATIONAL INNOVATION AT THE INTERSECTION OF GEOSCIENCES AND ENGINEERING
Chemical and Biomolecular Engineering,60806-3713,60806,"ARCHER, LYNDEN A",LAA25,PI,2010,2016,784000,GRANT,NANOSCALE ORGANIC HYBRID MATERIALS
Chemical and Biomolecular Engineering,62867-11084,62867,"VARNER, JEFFREY D",JDV27,PI,2011,2015,357626,COOP,SYSTEMS BIOLOGY OF COAGULATION AND TRAUMA-INDUCED COAGULOPATHY
Chemical and Biomolecular Engineering,63236-3713,63236,"ARCHER, LYNDEN A",LAA25,CO,2011,2015,600000,GRANT,DEVELOPMENT OF LUBRICANTS AND BATTERY ELECTROLYTES FROM NANOPARTICLE IONIC MATERIALS
Chemical and Biomolecular Engineering,63410-3415,63410,"ENGSTROM, JAMES R",JRE7,CO,2011,2015,812000,GRANT,CHARGE TRANSFER ACROSS THE BOUNDARY OF PHOTON-HARVESTING NANOCRYSTALS
Chemical and Biomolecular Engineering,64080-38309,64080,"PASZEK, MATTHEW J",MJP31,KP,2012,2017,2527988,GRANT,TRAINING IN MOLECULAR PHYSICS OF BIOLOGICAL SYSTEMS
Chemical and Biomolecular Engineering,66654-3713,66654,"ARCHER, LYNDEN A",LAA25,PI,2012,2015,600000,GRANT,DEVELOPMENT OF HYBRID CATHODES AND SEPARATORS FOR HIGH-ENERGY AND HIGHPOWER LITHIUM-SULFUR SECONDARY BATTERIES
Chemical and Biomolecular Engineering,67043-2319,67043,"STEEN, PAUL H",PHS7,PI,2012,2016,382000,GRANT,INVISCID WETTING AND SPREADING BY CAPILLARITY: THE ‰ÛªWALKING‰Ûª INSTABILITY
Chemical and Biomolecular Engineering,67094-2320,67094,"KOCH, DONALD L",DLK15,PI,2012,2015,339070,GRANT,HYDRODYNAMIC INSTABILITIES AND FLOW MODIFICATION CAUSED BY PREFERENTIAL CONCENTRATION OF INERTIAL PARTICLES
Chemical and Biomolecular Engineering,67368-20287,67368,"TESTER, JEFFERSON",JWT54,PI,2013,2017,200000,GRANT,EFRI-PSBR: MICROALGAE LAB-ON-CHIP PHOTOBIOREACTOR PLATFORM FOR GENETIC SCREENING AND METABOLIC ANALYSIS LEADING TO SCALABLE BIOFUEL PRODUCTION
Chemical and Biomolecular Engineering,68174-11084,68174,"VARNER, JEFFREY D",JDV27,PI,2013,2015,225000,GRANT,INVESTIGATION OF MICROCAVITATION-INDUCED EFFECTS USING IN VITRO MODELS FOR TRAUMATIC BRAIN INJURY
Chemical and Biomolecular Engineering,70291-36069,70291,"ZIA, ROSEANNA N",RNZ6,PI,2013,2015,175000,GRANT,BRIGE: ACTIVE MICRO-RHEOLOGY WITH SPHERICAL MICRO-CONFINEMENT: A MODEL FOR INTRACELLULAR TRANSPORT
Chemical and Biomolecular Engineering,70093-36069,70093,"ZIA, ROSEANNA N",RNZ6,PI,2014,2019,410000,GRANT,"CAREER: RHEOLOGY, STABILITY, AND SUDDEN COLLAPSE OF COLLOIDAL GELS: A MICROMECHANICAL STUDY "
Chemical and Biomolecular Engineering,71535-2319,71535,"STEEN, PAUL H",PHS7,PI,2014,2017,400000,GRANT,MANIPULATING NANOSTRUCTURE DURING HIGH-SPEED CASTING OF GLASSY METALS
Chemical and Biomolecular Engineering,71865-38309,71865,"PASZEK, MATTHEW J",MJP31,KP,2014,2015,15000,GRANT,LUBRICIN AS A BIOTHERAPEUTIC FOR EQUINE JOINT DISEASE
Chemical and Biomolecular Engineering,72419-36069,72419,"ZIA, ROSEANNA N",RNZ6,PI,2014,2017,568338,GRANT,"STRUCTURE, DYNAMICS, AND NONLINEAR MECHANICAL RESPONSE OF KINETICALLY ARRESTED PARTICLE SUSPENSIONS"
Chemical and Biomolecular Engineering,72633-38309,72633,"PASZEK, MATTHEW J",MJP31,KP,2014,2016,2698364,GRANT,"MRI: ACQUISITION OF A CRYOGENIC, ABERRATION-CORRECTED SCANNING TRANSMISSION ELECTRON MICROSCOPE FOR ADVANCED MATERIALS RESEARCH AND EDUCATION"
Chemical and Biomolecular Engineering,72633-3713,72633,"ARCHER, LYNDEN A",LAA25,CO,2014,2016,2698364,GRANT,"MRI: ACQUISITION OF A CRYOGENIC, ABERRATION-CORRECTED SCANNING TRANSMISSION ELECTRON MICROSCOPE FOR ADVANCED MATERIALS RESEARCH AND EDUCATION"
Chemical and Biomolecular Engineering,72633-3591,72633,"STROOCK, ABRAHAM D",ADS10,KP,2014,2016,2698364,GRANT,"MRI: ACQUISITION OF A CRYOGENIC, ABERRATION-CORRECTED SCANNING TRANSMISSION ELECTRON MICROSCOPE FOR ADVANCED MATERIALS RESEARCH AND EDUCATION"
Chemical and Biomolecular Engineering,72700-2320,72700,"KOCH, DONALD L",DLK15,PI,2014,2017,247365,GRANT,COLLABORATIVE RESEARCH: THE ROLE OF MICROPHYSICAL PROCESSES AND TURBULENCE INTERMITTENCY IN DROPLET COALESCENCE IN WARM CUMULUS CLOUDS
Chemical and Biomolecular Engineering,72740-20287,72740,"TESTER, JEFFERSON",JWT54,PI,2014,2016,240000,CONTRACT,PERFORMANCE AND POTENTIAL OF GEOTHERMAL HEAT PUMPS
Chemical and Biomolecular Engineering,72770-3591,72770,"STROOCK, ABRAHAM D",ADS10,CO,2014,2017,313970,GRANT,USING SHAPE TO CONTROL THE ORIENTATIONS AND POSITIONS OF PARTICLES IN PROCESSING FLOWS 
Chemical and Biomolecular Engineering,72770-2320,72770,"KOCH, DONALD L",DLK15,PI,2014,2017,313970,GRANT,USING SHAPE TO CONTROL THE ORIENTATIONS AND POSITIONS OF PARTICLES IN PROCESSING FLOWS 
