Department,PrjInvId,Project Id,Person,NetId,Role,Start,End,Cost,Type,Title
,74193-3222,74193,"MACY, MICHAEL",MWM14,PI,2014,2016,25000,GRANT,USING BOOK CO-PURCHASE AND CO-REVIEW DATA TO STUDY THE IDEOLOGICAL ALIGNMENT OF SCIENCE
,74212-35010,74212,"SCHRYVER, THOMAS",TPS1,PI,2014,2015,50000,GRANT,HARDWARE ACCELERATOR
,74215-20987,74215,"KRESS GAZIT, HADAS",HK478,PI,2014,2015,123784,CONTRACT,DARPA ROBOTICS COMPETITION WITH TORC ROBOTICS
,74216-32287,74216,"YOUNG, SERA L",SLY3,CO,2014,2017,600000,CONTRACT,SINGIDA NUTRITION AND AGROECOLOGY PROJECT (SNAP)
,74216-34607,74216,"BEZNER KERR, RACHEL N",RNB5,PI,2014,2017,600000,CONTRACT,SINGIDA NUTRITION AND AGROECOLOGY PROJECT (SNAP)
,74253-41409,74253,"MICHENER, JAMILA",JM2362,PI,2014,2016,26859,CONTRACT,MEDICAID AND THE POLITICAL MARGINALIZATION OF THE POOR
,74254-9845,74254,"TIDBALL, KEITH G",KGT2,PI,2014,2015,131809,GRANT,"COMMUNITY CAPACITY BUILDING, TRANSITION SUPPORT FOR FAMILIES, AND MILITARY CAREGIVING"
,74276-348,74276,"DICKINSON, JANIS L",JLD84,PI,2014,2016,175000,GRANT,HABITAT NETWORK
,74286-45829,74286,"FILIBERTO, DAVID MICHAEL",DMF22,KP,2014,2015,46607,CONTRACT,CONDUCTING CBVH NEEDS ASSESSMENT - SURVEY OF NYSCB CONSUMERS
,74286-2051,74286,"GOLDEN, THOMAS P",TPG3,PI,2014,2015,46607,CONTRACT,CONDUCTING CBVH NEEDS ASSESSMENT - SURVEY OF NYSCB CONSUMERS
,74286-21227,74286,"KARPUR, ARUN",AK564,KP,2014,2015,46607,CONTRACT,CONDUCTING CBVH NEEDS ASSESSMENT - SURVEY OF NYSCB CONSUMERS
,74287-41189,74287,"WILDEMAN, CHRISTOPHER J",CJW279,PI,2014,2015,44485,COOP,"RELEASE, RECIDIVISM, & MORTALITY IN THE RECIDIVISM OF PRISONERS RELEASED IN 2005 STUDY"
,74290-3784,74290,"SULLIVAN, PATRICK J",PJS31,PI,2014,2016,27089,CONTRACT,DETECTING WATER QUALITY REGIME SHIFTS IN JAMAICA BAY
,74293-3014,74293,"BERGSTROM, GARY C",GCB3,PI,2014,2016,436555,GRANT,DNA TARGETING BY TAL EFFECTORS
,74293-33587,74293,"BOGDANOVE, ADAM J",AJB7,CO,2014,2016,436555,GRANT,DNA TARGETING BY TAL EFFECTORS
,74297-2704,74297,"CURTIS, PAUL D",PDC1,PI,2014,2016,62954,COOP,FORT DRUM WHITE-TAILED DEER FAWN SURVIVAL STUDY
,74303-17507,74303,"MANNING, STURT",SM456,PI,2014,2016,31833,COOP,"GEOPHYSICAL APPROACHES TO CULTURE RESOURCE MANAGEMENT IN ALASKA PARKS: MULTI-PARAMETER METHOD REFINEMENT AND STUDENT TRAINING ON THE YUKON RIVER, ALASKA"
,74303-45589,74303,"URBAN, THOMAS M.",TMU3,KP,2014,2016,31833,COOP,"GEOPHYSICAL APPROACHES TO CULTURE RESOURCE MANAGEMENT IN ALASKA PARKS: MULTI-PARAMETER METHOD REFINEMENT AND STUDENT TRAINING ON THE YUKON RIVER, ALASKA"
,74309-2461,74309,"BARRETT, CHRISTOPHER",CBB2,PI,2014,2017,75000,COOP,MEASURING FOOD SECURITY: ALTERNATIVE APPROACHES AND NEW FRONTIERS
,74314-34947,74314,"SORG, VICTORIA C",VCS26,FE,2014,2017,193792,CONTRACT,DOPANT ACTIVATION IN NOVEL TERNARY III/V MATERIALS
,74314-2030,74314,"CLANCY, PAULETTE",PQC1,PI,2014,2017,193792,CONTRACT,DOPANT ACTIVATION IN NOVEL TERNARY III/V MATERIALS
,74322-3510,74322,"FORTIER, LISA",LAF4,PI,2014,2015,12093,CONTRACT,EQUINE ANGEL STUDY PROTOCOL
,74351-17947,74351,"CAUDILL, MARIE A.",MAC379,PI,2014,2016,19838,GRANT,VITAMIN D STATUS AND METABOLISM IN PREGNANT AND NON-PREGNANT CONTROL WOMEN CONSUMING CONTROLLED AND EQUIVALENT INTAKES OF VITAMIN D
,74351-42810,74351,"PARK, HEY JUN JUN",HP342,KP,2014,2016,19838,GRANT,VITAMIN D STATUS AND METABOLISM IN PREGNANT AND NON-PREGNANT CONTROL WOMEN CONSUMING CONTROLLED AND EQUIVALENT INTAKES OF VITAMIN D
,74352-3932,74352,"ALDWINCKLE, HERBERT S",HSA1,PI,2014,2016,294674.82,CONTRACT,SEQUENCING & ASSEMBLY OF GENOMICS OF COFFEA SPECIES: ASSIGNMENT OF CENICAFE-ROCHE DIAGNOSTICS AGREEMENT TO CORNELL
,74356-34127,74356,"GOPALAKRISHNAN, DEEPTI",DG449,FE,2014,2015,50000,GRANT,FACULTY FOR FUTURE FELLOWSHIP (2014-2015)
,74356-19187,74356,"DICHTEL, WILLIAM",WRD33,PI,2014,2015,50000,GRANT,FACULTY FOR FUTURE FELLOWSHIP (2014-2015)
,74359-30607,74359,"CHOUDHURY, TANZEEM K",TKC28,PI,2014,2017,300000,CONTRACT,CIRCADIAN RHYTHM AWARE COMPUTING-TOWARDS BODYCLOCK FRIENDLY TECHNOLOGY
,74375-2423,74375,"NELSON, REBECCA",RJN7,CO,2014,2015,381868,GRANT,PLANNING GRANT FOR TRIAL OF MYCOTOXIN MITIGATION AND STUNTING IN THE FIRST 1000 DAYS
,74375-2974,74375,"STOLTZFUS, REBECCA",RJS62,PI,2014,2015,381868,GRANT,PLANNING GRANT FOR TRIAL OF MYCOTOXIN MITIGATION AND STUNTING IN THE FIRST 1000 DAYS
,74379-4383,74379,"LEIDY, BRIAN",BL15,PI,2014,2016,182058,GRANT,EXCEPTIONAL FAMILY MEMBER PROGRAM PROCESS AND OUTCOME METRICS
,74379-2665,74379,"THOMAS, MARGARET",MGT2,CO,2014,2016,182058,GRANT,EXCEPTIONAL FAMILY MEMBER PROGRAM PROCESS AND OUTCOME METRICS
,74393-41589,74393,"GAO, FENG",FG237,FE,2014,2016,86000,GRANT,THE ROLE OF RARE VARIANTS AND CHROMOSOME X IN HUMAN LIPID LEVELS AND THE RESPONSE TO LIPID-LEVEL MEDICATION
,74393-23067,74393,"KEINAN, ALON",AK735,PI,2014,2016,86000,GRANT,THE ROLE OF RARE VARIANTS AND CHROMOSOME X IN HUMAN LIPID LEVELS AND THE RESPONSE TO LIPID-LEVEL MEDICATION
,74403-40951,74403,"HILL, TISA F",TFH3,KP,2014,2016,856250,GRANT,NORTHEAST REGIONAL NUTRITION EDUCATION CENTER OF EXCELLENCE: BUILDING EVIDENCE AND TAKING ACTION IN COMMUNITIES
,74403-35491,74403,"SELLERS, DEBORAH E",DES256,KP,2014,2016,856250,GRANT,NORTHEAST REGIONAL NUTRITION EDUCATION CENTER OF EXCELLENCE: BUILDING EVIDENCE AND TAKING ACTION IN COMMUNITIES
,74403-3311,74403,"DOLLAHITE, JAMIE",JSD13,PI,2014,2016,856250,GRANT,NORTHEAST REGIONAL NUTRITION EDUCATION CENTER OF EXCELLENCE: BUILDING EVIDENCE AND TAKING ACTION IN COMMUNITIES
,74403-19267,74403,"NIEDERDEPPE, JEFFREY",JDN56,KP,2014,2016,856250,GRANT,NORTHEAST REGIONAL NUTRITION EDUCATION CENTER OF EXCELLENCE: BUILDING EVIDENCE AND TAKING ACTION IN COMMUNITIES
,74403-6064,74403,"STARK, CHRISTINA M.",CMS11,KP,2014,2016,856250,GRANT,NORTHEAST REGIONAL NUTRITION EDUCATION CENTER OF EXCELLENCE: BUILDING EVIDENCE AND TAKING ACTION IN COMMUNITIES
,74403-1264,74403,"PADDOCK, JOAN DOYLE",JED36,KP,2014,2016,856250,GRANT,NORTHEAST REGIONAL NUTRITION EDUCATION CENTER OF EXCELLENCE: BUILDING EVIDENCE AND TAKING ACTION IN COMMUNITIES
,74415-4383,74415,"LEIDY, BRIAN",BL15,PI,2014,2016,909095,GRANT,ARMY RESERVES FAMILY PROGRAMS
,74415-2665,74415,"THOMAS, MARGARET",MGT2,CO,2014,2016,909095,GRANT,ARMY RESERVES FAMILY PROGRAMS
,74419-41089,74419,"PRYOR, SARA C",SP2279,CO,2014,2016,134872,GRANT,MULTIPLE WAKE INTERACTIONS IN LARGE WIND FARMS
,74419-40813,74419,"BARTHELMIE, REBECCA J",RB737,PI,2014,2016,134872,GRANT,MULTIPLE WAKE INTERACTIONS IN LARGE WIND FARMS
,74421-40813,74421,"BARTHELMIE, REBECCA J",RB737,PI,2014,2015,70000,CONTRACT,CALIBRATION AND VALIDATION OF SIMULATOR FOR OFFSHORE WIND FARM APPLICATIONS (SOWFA) MODULES
,74427-2103,74427,"DEGAETANO, ARTHUR T",ATD2,CO,2014,2015,48974,CONTRACT,USING FUTURE SCENARIOS TO IDENTIFY POTENTIAL POLICIES FOR CLIMATE CHANGE ADAPTATION ALONG LAKE ONTARIO
,74427-29770,74427,"BUNTING-HOWARTH, KATHERINE E",KEB264,PI,2014,2015,48974,CONTRACT,USING FUTURE SCENARIOS TO IDENTIFY POTENTIAL POLICIES FOR CLIMATE CHANGE ADAPTATION ALONG LAKE ONTARIO
,74427-2438,74427,"SCHNEIDER, REBECCA L",RLS11,CO,2014,2015,48974,CONTRACT,USING FUTURE SCENARIOS TO IDENTIFY POTENTIAL POLICIES FOR CLIMATE CHANGE ADAPTATION ALONG LAKE ONTARIO
,74436-7524,74436,"SCHWEITZER, PETER",PAS48,PI,2014,2015,35000,COOP,ACQUISITION OF GOODS AND SERVICES
,74450-6564,74450,"WREGE, PETER",PHW2,PI,2014,2015,6892,GRANT,ACOUSTIC MONITORING OF POACHING ACTIVITY WITH REAL-TIME DETECTION AND COMMUNICATION - PHASE I: PORTING OF ACOUSTIC RECOGNITION ALGORITHMS TO PORTABLE CPU
,74472-15667,74472,"RICE, AARON N.",ANR37,CO,2014,2016,871371,CONTRACT,A PASSIVE ACOUSTIC OCEAN OBSERVING SYSTEM FOR MONITORING AND MAPPING MARINE MAMMALS AND NOISE IN THE CHUKCHI ECOSYSTEM
,74472-876,74472,"CLARK, CHRISTOPHER W",CWC2,PI,2014,2016,871371,CONTRACT,A PASSIVE ACOUSTIC OCEAN OBSERVING SYSTEM FOR MONITORING AND MAPPING MARINE MAMMALS AND NOISE IN THE CHUKCHI ECOSYSTEM
,74477-931,74477,"OVERTON, THOMAS R",TRO2,PI,2014,2015,80973,CONTRACT,EVALUATION OF LACTATIONAL RESPONSE IN DAIRY CATTLE DUE TO SUPPLEMENTATION WITH 2-HYDROXY-4-METHYLTHIO BUTANOIC ACID AND/OR A PROTECTED METHIONINE SOURCE
,74478-15667,74478,"RICE, AARON N.",ANR37,PI,2014,2019,0,CONTRACT,BASIC ORDER AGREEMENT
,74492-3545,74492,"FRY, WILLIAM E",WEF1,PI,2014,2015,40000,CONTRACT,DEVELOPMENT OF AN IN-GREENHOUSE BIOASSAY PROCEDURE FOR EVALUATING SOIL SAMPLES FROM GN INFESTED FIELDS
,74492-8624,74492,"WANG, XIAOHONG",XW57,KP,2014,2015,40000,CONTRACT,DEVELOPMENT OF AN IN-GREENHOUSE BIOASSAY PROCEDURE FOR EVALUATING SOIL SAMPLES FROM GN INFESTED FIELDS
,74496-2704,74496,"CURTIS, PAUL D",PDC1,PI,2014,2017,107241,CONTRACT,EVALUATING DEER IMPACTS ON FORESTS OF NEW YORK STATE
,74496-2857,74496,"SMALLIDGE, PETER",PJS23,KP,2014,2017,107241,CONTRACT,EVALUATING DEER IMPACTS ON FORESTS OF NEW YORK STATE
,74496-6844,74496,"SULLIVAN, KRISTI L",KLS20,KP,2014,2017,107241,CONTRACT,EVALUATING DEER IMPACTS ON FORESTS OF NEW YORK STATE
,74502-1981,74502,"DAVIS-MANIGAULTE, JACQUELINE A",JAD23,PI,2014,2016,400000,GRANT,NEW YORK STATE 4-H MENTORING PROGRAM YEAR 5
,74511-18727,74511,"CORNWELL, BENJAMIN",BTC49,PI,2014,2019,156511,CONTRACT,THE INFLUENCE OF SOCIAL NETWORKS ON DISPARITIES IN POSTNEONATAL INFANT MORTALITY
,74512-41789,74512,"JOFFREY, REBECCA",RJ283,PI,2014,2016,187500,GRANT,SALESFORCE STUDENT COMMUNITIES STARTER PACK
,74514-4383,74514,"LEIDY, BRIAN",BL15,PI,2014,2016,185597,GRANT,READY AND RESILIENT PROGRAM/PORTFOLIO EVALUATION
,74517-2068,74517,"BROWN, WARREN A",WAB4,PI,2014,2019,1000000,CONTRACT,STATE DATA CENTER PROGRAM SERVICES
,74534-6965,74534,"CONSTAS, MARK A",MAC223,PI,2014,2016,145827,CONTRACT,THE SOMALIA RESILIENCE PROGRAM: TECHNICAL SUPPORT FOR RESILIENCE MEASUREMENT AND ANALYSIS
,74538-34688,74538,"ESTRIN, DEBORAH",DE226,PI,2014,2016,78000,CONTRACT,COMPARING STARTUP INCUBATION IN ENGINEERING AND BUSINESS SCHOOLS: THE EFFECT OF ENTREPRENEURIAL CHARACTERISTCS AND PROCESSES
,74539-34688,74539,"ESTRIN, DEBORAH",DE226,PI,2014,2015,75000,CONTRACT,DESIGN EXPLORATIONS
,74544-821,74544,"WANG, ZHENG JANE",ZW24,PI,2014,2015,76740,CONTRACT,QUANTIFYING DRAGONFLY DYNAMICS IN FREE FLIGHT (2014/15)
,74561-22007,74561,"XU, KENONG",KX27,PI,2014,2019,55000,COOP,THREE-DIMENSIONAL MODELING SYSTEM FOR FRUIT TREES
,74562-15387,74562,"PIZARRO, DAVID A",DAP54,PI,2014,2016,127618,CONTRACT,SUPPORT FOR POSTDOCTORAL ASSOCIATE REBECCA DYER
,74563-12748,74563,"HOFFSTAETTER, GEORG",GH77,PI,2014,2015,930266,GRANT,"ASML PHASE I, II AND III"
,74564-40770,74564,"SMART, CHARLES K",CKS89,PI,2014,2017,156000,GRANT,SCALING LIMITS OF RANDOM AND DETERMINISTIC DIFFUSION PROCESSES ON THE INTEGER LATTICE
,74565-41829,74565,"WILLIAMS, AMY L",ALW289,PI,2014,2017,222821,GRANT,"COMPUTATIONAL METHODS FOR HUMAN GENOMIC DATA INTEGRATION: DEMOGRAPHY, SELECTION, AND FUNCTIONAL POTENTIAL"
,74572-16568,74572,"ANDERSON, CATHERINE L",CLA28,CO,2014,2017,123702,CONTRACT,CERTS 2014: POWER SYSTEM RESEARCH
,74572-3913,74572,"SCHULZE, WILLIAM D",WDS3,CO,2014,2017,123702,CONTRACT,CERTS 2014: POWER SYSTEM RESEARCH
,74572-2837,74572,"TONG, LANG",LT35,PI,2014,2017,123702,CONTRACT,CERTS 2014: POWER SYSTEM RESEARCH
,74572-32369,74572,"BITAR, EILYAN Y",EYB5,CO,2014,2017,123702,CONTRACT,CERTS 2014: POWER SYSTEM RESEARCH
,74580-4058,74580,"ROSE, JOCELYN",JR286,PI,2014,2015,29700,COOP,ACQUISITION OF GOODS AND SERVICES
,74586-4564,74586,"ALVAREZ, SALLY M",SMA21,PI,2014,2015,150000,CONTRACT,NEW YORK STATE AFL-CIO/CORNELL UNION LEADERSHIP INSTITUTE 2015
,74587-1827,74587,"WAGNER, K C",KCW8,PI,2014,2015,150000,CONTRACT,DOMESTIC VIOLENCE AWARENESS AND WORKPLACE EMPOWERMENT PROJECT 2015
,74596-28549,74596,"DAILEY O`BRIEN, DAWN DAILEY",DDO1,KP,2014,2015,240000,COOP,"NPDN STAR-D DEVELOPMENT, PROGRAM EXPANSION, AND EXTERNAL AUDITS"
,74596-2133,74596,"SNOVER-CLIFT, KAREN L",KLS13,PI,2014,2015,240000,COOP,"NPDN STAR-D DEVELOPMENT, PROGRAM EXPANSION, AND EXTERNAL AUDITS"
,74603-41889,74603,"MANNING, JASON F",JM882,PI,2014,2017,135461,GRANT,"GEOMETRIC AND COMPUTATIONAL GROUP THEORY, IN AND AROUND THREE-MANIFOLDS"
,74605-9144,74605,"FUCHS, MARC",MF13,PI,2014,2015,110000,COOP,PHASE IV OF THE SENTINEL PLANT NETWORK
,74605-28548,74605,"MCCARTHY, RACHEL LAMORTE",RPL4,KP,2014,2015,110000,COOP,PHASE IV OF THE SENTINEL PLANT NETWORK
,74614-42829,74614,"SIMANIS, ERIK N.",ENS25,CO,2014,2015,178114,CONTRACT,INNOVATE A BUSINESS CONCEPT TO PROFITABLY EXTEND EYE CARE TO INDIA‰ÛªS URBAN POOR
,74614-17287,74614,"MILSTEIN, MARK BRUCE",MM462,PI,2014,2015,178114,CONTRACT,INNOVATE A BUSINESS CONCEPT TO PROFITABLY EXTEND EYE CARE TO INDIA‰ÛªS URBAN POOR
,74615-22088,74615,"BOWMAN, JOHN",JSB343,PI,2014,2015,30000,GRANT,LIFE IN THE SAGE
,74623-41909,74623,"ZHENG, LIREN",LZ14,PI,2014,2017,9400,GRANT,HOSTING THE CHINESE CORNER
,74644-41949,74644,"AGUIAR, MARCELO",MA18,PI,2014,2017,157242,GRANT,GROUP AND RING LIKE STRUCTURES IN CATEGORY THEORY AND APPLICATIONS TO ALGEBRAIC COMBINATORICS
,74667-2988,74667,"STEENHUIS, TAMMO S",TSS1,PI,2014,2015,20000,COOP,"MINERAL ANALYSIS OF STAPLE FOOD CROPS, FOOD PRODUCTS, WATER AND SOIL SAMPLES"
,74672-3192,74672,"DE JONG, WALTER",WSD2,PI,2014,2015,8268,COOP,SCREENING FOR RESISTANCE TO GLOBODERA NEMATODE PESTS IN US POTATO CULTIVARS AND ADVANCED BREEDING SELECTIONS
,74673-3303,74673,"MCEUEN, PAUL L",PLM23,PI,2014,2015,32000,GRANT,CAREER: DNA TRANSPORT THROUGH CARBON NANOTUBES
,74679-2420,74679,"HARRISON, RICHARD G",RGH4,PI,2014,2015,70981,COOP,MOLECULAR MARKERS (MICROSATELLITES & SNPS) TO DISTINGUISH ASIAN & NORTH AMERICAN GYPSY MOTH: FURTHER DEVELOPMENT AND APPLICATION OF METHODS FOR RAPID POPULATION OF CAPTURED MOTHS OF UNKNOWN ORIGIN
,74686-3085,74686,"DUNNING, DAVID A",DAD6,PI,2014,2015,10000,GRANT,AIDING PAIN MANAGEMENT BY COMBATING MISCONCEPTIONS ABOUT EXERCISE AND PAIN
,74695-2820,74695,"CHRISTIANSEN, MORTEN",MHC27,PI,2014,2021,0,CONTRACT,AUSTRALIAN RESEARCH COUNCIL CENTRE OF EXCELLENCE FOR THE DYNAMICS OF LANGUAGE
,74697-43509,74697,"LABUTOV, IGOR I",IIL4,KP,2014,2015,108882,GRANT,AUTOMATIC CURRICULUM GENERATION FROM PREREQUISITE CONCEPT NETWORKS
,74697-933,74697,"LIPSON, HOD",HL274,PI,2014,2015,108882,GRANT,AUTOMATIC CURRICULUM GENERATION FROM PREREQUISITE CONCEPT NETWORKS
,74709-19547,74709,"GRABELSKY, JEFFREY M",JMG30,CO,2014,2015,300000,CONTRACT,GENERAL SUPPORT FOR WORKER INSTITUTE AT CORNELL UNIVERSITY'S SCHOOL OF INDUSTRIAL AND LABOR RELATIONS 2014-2015
,74709-22767,74709,"SKINNER, LARA R.",LRS95,CO,2014,2015,300000,CONTRACT,GENERAL SUPPORT FOR WORKER INSTITUTE AT CORNELL UNIVERSITY'S SCHOOL OF INDUSTRIAL AND LABOR RELATIONS 2014-2015
,74709-3991,74709,"TURNER, LOWELL",LRT4,PI,2014,2015,300000,CONTRACT,GENERAL SUPPORT FOR WORKER INSTITUTE AT CORNELL UNIVERSITY'S SCHOOL OF INDUSTRIAL AND LABOR RELATIONS 2014-2015
,74711-970,74711,"MCCOUCH, SUSAN R",SRM4,PI,2014,2015,83200,CONTRACT,ANALYSIS OF BIOSEED BREEDING MATERIAL USING GBS
,74715-28167,74715,"MASTER AGREEMENT, OSP",,PI,2014,2018,0,CONTRACT,MASTER COOPERATIVE AGREEMENT BETWEEN THE RESEARCH FOUNDATION FOR SUNY AND CORNELL UNIVERSITY - OMNIBUS2014 - 2017
,74734-27827,74734,"DUDLEY, MARY JO",MJD9,PI,2014,2015,20000,GRANT,ADDRESSING FARMWORKERS‰Ûª NEEDS IN TOMPKINS COUNTY
,74757-3821,74757,"NICHOLSON, CHARLES",CFN1,KP,2014,2016,150000,COOP,ANALYSIS OF ALTERNATIVE FORMS OF PRICE REGULATION AMONG BUYERS AND SELLERS OF FARM MILK
,74757-2980,74757,"GOMEZ, MIGUEL",MIG7,PI,2014,2016,150000,COOP,ANALYSIS OF ALTERNATIVE FORMS OF PRICE REGULATION AMONG BUYERS AND SELLERS OF FARM MILK
,74759-3913,74759,"SCHULZE, WILLIAM D",WDS3,PI,2014,2015,100000,COOP,AN EXAMINATION OF COMPETITIVE BEHAVIORS IN U.S. FARMER-FIRST HANDLER MILK SALES TRANSACTIONS
,74759-42409,74759,"YAN, JUBO",JY489,KP,2014,2015,100000,COOP,AN EXAMINATION OF COMPETITIVE BEHAVIORS IN U.S. FARMER-FIRST HANDLER MILK SALES TRANSACTIONS
,74766-42670,74766,"PARSHLEY, STEPHEN C.",SCP8,KP,2014,2015,160000,CONTRACT,PHASED ARRAY FEE FOR ARECIBO: CONCEPTUAL DESIGN AND COST ESTIMATE
,74766-31727,74766,"CORTES-MEDELLIN, GERMAN",GC76,KP,2014,2015,160000,CONTRACT,PHASED ARRAY FEE FOR ARECIBO: CONCEPTUAL DESIGN AND COST ESTIMATE
,74766-4035,74766,"CAMPBELL, DONALD B",DBC7,PI,2014,2015,160000,CONTRACT,PHASED ARRAY FEE FOR ARECIBO: CONCEPTUAL DESIGN AND COST ESTIMATE
,74776-1274,74776,"WOLF, STEVEN",SAW44,PI,2014,2015,21735,CONTRACT,EVALUATING COST-EFFECTIVENESS OF FEDERAL PHOSPHORUS RUNOFF REDUCTION PROGRAMS
,74798-34850,74798,"EICHHORN, RALF G",RGE39,PI,2014,2015,47900,CONTRACT,ADVANCED CONCEPTS FOR MUON AND NEUTRINO SOURCES
,74798-41749,74798,"FURUTA, FUMIO",FF97,KP,2014,2015,47900,CONTRACT,ADVANCED CONCEPTS FOR MUON AND NEUTRINO SOURCES
,74804-24347,74804,"NUCCI, JULIE",JN28,PI,2014,2016,25000,GRANT,ZYMTRONIX CATALYTIC SYSTEMS PROJECT
,74807-9144,74807,"FUCHS, MARC",MF13,PI,2014,2015,15200,CONTRACT,FIXED PRICE AGREEMENT: LABORATORY ANALYSIS FOR GRAPEVINE COMMODITY SURVEY
,74818-42129,74818,"MILLER, LAURIE J",LJM44,KP,2014,2015,0,CONTRACT,"CIPA CAPSTONE WITH DELOITTE: PUBLIC POLICY PURPOSE, ECONOMIC IMPACT, AND RESULTS OF STATE AND LOCAL ECONOMIC DEVELOPMENT EFFORTS: A COMPARATIVE ANALYSIS OF POPULAR PRESS AND DEFINED RESULTS: COLLABORATION AGREEMENT"
,74818-2814,74818,"TENNYSON, SHARON",ST96,PI,2014,2015,0,CONTRACT,"CIPA CAPSTONE WITH DELOITTE: PUBLIC POLICY PURPOSE, ECONOMIC IMPACT, AND RESULTS OF STATE AND LOCAL ECONOMIC DEVELOPMENT EFFORTS: A COMPARATIVE ANALYSIS OF POPULAR PRESS AND DEFINED RESULTS: COLLABORATION AGREEMENT"
,74827-34969,74827,"DUNHAM, BRUCE M",BMD29,PI,2014,2016,752862,CONTRACT,SPECIFICATION FOR MANUFACTURE AND TESTING OF THE LEREC DC ELECTRON GUN
,74827-12748,74827,"HOFFSTAETTER, GEORG",GH77,KP,2014,2016,752862,CONTRACT,SPECIFICATION FOR MANUFACTURE AND TESTING OF THE LEREC DC ELECTRON GUN
,74857-1358,74857,"WIEDMANN, MARTIN",MW16,PI,2014,2015,102920,CONTRACT,FIELD TRIAL OF E. COLI O157:H7 CONTAMINATION OF PRE-HARVEST LETTUCE BY THE FECAL CONTAMINATION PATHWAY (FOR QPRAM)
,74889-2555,74889,"DAUGHTREY, MARGERY L",MLD9,PI,2014,2015,19500,CONTRACT,TESTING SERVICE AGREEMENT
,74892-40450,74892,"LURVEY, EDITH L.",ELL10,KP,2014,2016,40000,COOP,JOINT PESTICIDE FIELD TRIALS TO STRENGTHEN AGRICULTURAL PRODUCTION AND FACILITATE TRADE WITH GUATEMALA
,74892-3951,74892,"SODERLUND, DAVID M",DMS6,PI,2014,2016,40000,COOP,JOINT PESTICIDE FIELD TRIALS TO STRENGTHEN AGRICULTURAL PRODUCTION AND FACILITATE TRADE WITH GUATEMALA
,74898-1536,74898,"LEVINE, GILBERT",GL14,PI,2014,2016,55621,GRANT,FULBRIGHT-HAYS 2014-2015 - HOUSHOLDER
,74899-1536,74899,"LEVINE, GILBERT",GL14,PI,2014,2016,43273,GRANT,FULBRIGHT-HAYS 2014-2015 - PAPROCKI
,74900-1536,74900,"LEVINE, GILBERT",GL14,PI,2014,2016,48509,GRANT,FULBRIGHT - HAYS 2014-2015 - RUTLEDGE
,74901-1536,74901,"LEVINE, GILBERT",GL14,PI,2014,2016,40127,GRANT,FULBRIGHT-HAYS 2014-2015 - GIUSTI
,74905-19347,74905,"HOLDEN, MARTHA J",MJH19,PI,2014,2015,40000,CONTRACT,"IMPLEMENTATION OF THE CARE PROGRAM MODEL AT THE ALABAMA DEPARTMENT OF YOUTH SERVICES - MT. MEIGS, AL"
,74912-40930,74912,"JENA, DEBDEEP",DJ326,CO,2014,2017,427568,CONTRACT,POLARJFET: A NOVEL VERTICAL GAN POWER TRANSISTOR CONCEPT
,74912-41029,74912,"XING, HUILI G",HGX2,PI,2014,2017,427568,CONTRACT,POLARJFET: A NOVEL VERTICAL GAN POWER TRANSISTOR CONCEPT
,74965-2438,74965,"SCHNEIDER, REBECCA L",RLS11,PI,2014,2016,20000,GRANT,ECOSYSTEM HEALTH ASSESSMENT FOR THE YELLOW RIVER VALLEY IN NINGXIA
,74967-32969,74967,"WILES, STEPHANIE L",SLW93,PI,2014,2015,50000,GRANT,REQUEST FOR SUPPORT FOR CONSERVATION OF OBJECTS FROM PERMANENT COLLECTION
,74979-27267,74979,"MEHTA, SAURABH",SM939,PI,2014,2015,1810,GRANT,PLANNING GRANT TO PRODUCE A ROAD MAP TO THE CREATION OF A SUNY-WIDE CENTRALIZED 'BIG DATA' REPOSITORY OF SUNY ELECTRONIC HEALTH RECORD DATA
,75019-2555,75019,"DAUGHTREY, MARGERY L",MLD9,PI,2014,2015,5958,COOP,BOXWOOD BLIGHT MITIGATION STRATEGIES
,75028-2555,75028,"DAUGHTREY, MARGERY L",MLD9,PI,2014,2016,48664,COOP,GENETIC DETECTION OF DOWNY MILDEW AND EPIDEMIOLOGY AND MITIGATION STRATEGIES FOR IMPATIENS DOWNY MILDEW
,75057-15587,75057,"BLACKBURN, ANNE M",AMB242,PI,2014,2018,2106000,GRANT,THE FOREIGN LANGUAGE AND AREA STUDIES (FLAS) CFDA NO. 84.15B
,75065-40930,75065,"JENA, DEBDEEP",DJ326,PI,2014,2018,1075375,GRANT,EFRI-2DARE: MONOLAYER HETEROSTRUCTURES: EPITAXY TO BEYOND-CMOS DEVICES
,75065-41029,75065,"XING, HUILI G",HGX2,CO,2014,2018,1075375,GRANT,EFRI-2DARE: MONOLAYER HETEROSTRUCTURES: EPITAXY TO BEYOND-CMOS DEVICES
,75071-32947,75071,"SCHWARZ, ERICH",EMS394,PI,2014,2015,100000,GRANT,INFRASTRUCTURE FOR DATA INTENSIVE BIOLOGY
,75087-41169,75087,"MCGOWAN, KAJA M",KMM22,PI,2014,2018,1074000,GRANT,FOREIGN LANGUAGE AND AREA STUDIES FELLOWSHIPS
,75088-40449,75088,"KALTENEGGER, LISA",LK433,PI,2014,2018,918596,GRANT,SPECTRAL FINGERPRINTS OF HABITABLE PLANETS
,75095-28167,75095,"MASTER AGREEMENT, OSP",,PI,2014,2018,0,CONTRACT,MASTER LETTER OF UNDERSTANDING
