,"62140-10584","62140","WANSINK, BRIAN C.","BRIAN","C.","WANSINK","BCW28","CO","CALS AEM School Administration","01A0","10584","62140","A001","ESTABLISHING "THE CENTER FOR BEHAVIORAL ECONOMICS AND CHILD NUTRITION RESEARCH"","01A4","CALS AEM Food and Agricultural Economics","ECONOMIC RESEARCH SERVICE, USDA","3001","2010","2015","5292580","GRANT","","","USDA","ERS","","CALS The Charles H. Dyson School of AEM","ASAP"
,"74360-1728","74360","BASSUK, NINA L","NINA","L","BASSUK","NLB2","PI","CALS HORT-IT Uncategorized","01E9","1728","74360","A001","INCREASING THE CLONAL MULTIPLICATION OF SELECTED HYBRID OAKS FOR DISBURSEMENT TO NURSERY PRODUCERS","01E9","CALS HORT-IT Uncategorized","J. FRANK SCHMIDT FAMILY CHARITABLE FOUNDATION","3962","2015","2015","6000","GRANT","","","JFS FAMILY CHARITABLE FDN","","","CALS Horticulture","ASAP"
,"63840-19187","63840","DICHTEL, WILLIAM","WILLIAM","","DICHTEL","WRD33","CO","Chemistry and Chemical Biology","2158","19187","63840","A001","ULTIMATE ELECTRONIC DEVICE SCALING USING STRUCTURALLY PRECISE GRAPHENE NANORIBBONS","2360","Chemical & Biomolecular Engineering","NATL SCIENCE FOUNDATION","2244","2011","2016","1200000","GRANT","","","NSF","","","Chemical & Biomolecular Engineering","ASAP"
,"73214-30547","73214","FULLER, ANGELA K","ANGELA","K","FULLER","AKF34","PI","CALS NR Uncategorized","01F5","30547","73214","A001","NYS DEC 5 YEAR RESEARCH AND SUPPORT CONTRACT","01F5","CALS NR Uncategorized","NYS DEPT OF ENVIRONMENTAL CONSERVATION","2318","2014","2020","3887051","CONTRACT","","","NYS","NYS DEC","","CALS Natural Resources","ASAP"
,"62140-7724","62140","JUST, DAVID R","DAVID","R","JUST","DRJ3","PI","CALS The Charles H. Dyson School of AEM","0121","7724","62140","A001","ESTABLISHING "THE CENTER FOR BEHAVIORAL ECONOMICS AND CHILD NUTRITION RESEARCH"","01A4","CALS AEM Food and Agricultural Economics","ECONOMIC RESEARCH SERVICE, USDA","3001","2010","2015","5292580","GRANT","","","USDA","ERS","","CALS The Charles H. Dyson School of AEM","ASAP"
,"74177-35949","74177","ZHANG, ZHIRU","ZHIRU","","ZHANG","ZZ284","PI","Electrical & Computer Engineering","2370","35949","74177","A001","CAREER: SYNTHESIZING HIGHLY EFFICIENT HARDWARE ACCELERATORS FOR IRREGULAR PROGRAMS: A SYNERGISTIC APPROACH ","2370","Electrical & Computer Engineering","NATL SCIENCE FOUNDATION","2244","2015","2020","453036","GRANT","","","NSF","","","Electrical & Computer Engineering","ASAP"
,"74444-5384","74444","BONASSAR, LAWRENCE","LAWRENCE","","BONASSAR","LB244","KP","Biomedical Engineering","2388","5384","74444","A001","REU SITE: INTERDISCIPLINARY MATERIALS RESEARCH","3401","Cornell Center for Materials Research","NATL SCIENCE FOUNDATION","2244","2015","2018","450000","GRANT","","","NSF","","","Cornell Center for Materials Research","ASAP"
,"69367-20627","69367","MCALLISTER, LIAM","LIAM","","MCALLISTER","LM432","CO","Laboratory Elementary-Particle Physics","3482","20627","69367","A001","ELEMENTARY PARTICLE THEORY","3455","Cornell Lab Accelerator Sciences & Ed","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","5171","2014","2017","1940000","GRANT","","","NSF","NSF MPS","","Cornell Lab Accelerator Sciences & Ed","ASAP"
,"66804-3913","66804","SCHULZE, WILLIAM D","WILLIAM","D","SCHULZE","WDS3","KP","CALS AEM School Administration","01A0","3913","66804","A001","THE GIST OF HOT AND COLD COGNITION IN ADOLESCENTS' RISKY DECISION MAKING","0321","Human Development","NATL CTR FOR NURSING RESEARCH, NIH","1199","2012","2016","1768803","GRANT","","","DHHS","NIH","NIH NCNR","Human Development","ASAP"
,"74094-3779","74094","POE, GREGORY L","GREGORY","L","POE","GLP2","PI","CALS AEM School Administration","01A0","3779","74094","A001","COMPETITIVE GRANT TO ESTABLISH A USDA CENTER FOR BEHAVIORAL AND EXPERIMENTAL AGRI-ENVIRONMENTAL POLICY RESEARCH","01A3","CALS AEM Environment Resource Economics","UNIVERSITY OF DELAWARE","2891","2014","2017","156526","GRANT","3001","ECONOMIC RESEARCH SERVICE, USDA","U OF DELAWARE","","","CALS The Charles H. Dyson School of AEM","ASAP"
,"66740-2689","66740","KNUTH, BARBARA A","BARBARA","A","KNUTH","BAK3","PI","CALS NR Uncategorized","01F5","2689","66740","A001","THE CIRTL NETWORK: 25 RESEARCH UNIVERSITIES PREPARING A NATIONAL FACULTY TO ADVANCE STEM UNDERGRADUATE LEARNING","7001","Office of the Graduate School","UNIVERSITY OF WISCONSIN MADISON","588","2013","2016","95900","GRANT","2244","NATL SCIENCE FOUNDATION","U OF WISCONSIN SYS","U WISC MADISON","","Office of the Graduate School","ASAP"
,"75651-18107","75651","FISKESJO, MAGNUS","MAGNUS","","FISKESJO","NF42","PI","Anthropology","2152","18107","75651","A001","DOCTORAL DISSERTATION RESEARCH: APOCALYPSE AND MODERNITY: RISING DEMON POSSESSION ON CHINA’S MARGINS","2152","Anthropology","NATL SCIENCE FOUNDATION","2244","2015","2017","25152","GRANT","","","NSF","","","Anthropology","ASAP"
,"74657-2159","74657","SQUYRES, STEVEN W","STEVEN","W","SQUYRES","SWS6","PI","Center Astrophysics-Planetary Science","3425","2159","74657","A001","FOR THE PARTICIPATION OF PROFESSOR STEVEN SQUYRES IN THE BASALT - BIOLOGIC ANALOG SCIENCE ASSOCIATED WITH LAVA TERRAINS; FIELD GEOLOGY","3425","Center Astrophysics-Planetary Science","NASA SHARED SERVICES CENTER","16293","2015","2019","50000","COOP","2094","AMES RESEARCH CENTER, NASA","NASA","NSSC","","Center Astrophysics-Planetary Science","ASAP"
,"73586-33828","73586","LEWIS, TASHA L","TASHA","L","LEWIS","TLL28","PI","Fiber Science and Apparel Design","0329","33828","73586","A001","MADE IN THE USA: BRANDS CHANGING THE FABRIC OF OUR LIVES","0329","Fiber Science and Apparel Design","DREXEL UNIVERSITY","19975","2015","2015","8000","CONTRACT","42621","COTTON INC.","DREXEL","","","Fiber Science and Apparel Design","ASAP"
,"70736-5744","70736","VAN DOVER, ROBERT B.","ROBERT","B.","VAN DOVER","RBV2","CO","Materials Science Engineering","2374","5744","70736","A001","INSPIRE TRACK 1: UDISCOVERIT: INTEGRATION OF COMPUTATIONAL REASONING, LEARNING, AND CROWD-SOURCING FOR ACCELERATING MATERIALS DISCOVERY","3612","CS Faculty Activities","NATL SCIENCE FOUNDATION","2244","2013","2016","699986","GRANT","","","NSF","","","Computer Science","ASAP"
,"74287-41189","74287","WILDEMAN, CHRISTOPHER J","CHRISTOPHER","J","WILDEMAN","CJW279","PI","Policy Analysis and Management","0324","41189","74287","A001","RELEASE, RECIDIVISM, & MORTALITY IN THE RECIDIVISM OF PRISONERS RELEASED IN 2005 STUDY","0324","Policy Analysis and Management","BUREAU OF JUSTICE STATISTICS, DOJ","1807","2014","2015","44485","COOP","","","DOJ","BJS","","Policy Analysis and Management","ASAP"
,"68473-2420","68473","HARRISON, RICHARD G","RICHARD","G","HARRISON","RGH4","PI","CALS EEB Uncategorized","01G8","2420","68473","A001","COLLABORATIVE RESEARCH: GENETICS OF LIFE CYCLE EVOLUTION AND THE EFFECTS ON TEMPORAL ISOLATION AND GENE FLOW","01G8","CALS EEB Uncategorized","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","5166","2013","2017","347578","GRANT","","","NSF","NSF BIO","","CALS Ecology & Evolutionary Biology","ASAP"
,"75568-2318","75568","DUBOVI, EDWARD J","EDWARD","J","DUBOVI","EJD5","PI","Population Medicine & Diagnostic Science","0447","2318","75568","A001","AVIAN INFLUENZA SURVEILLANCE TESTING (LPAI) FY 14-15","0455","Animal Health Diagnostic Center","NYS DEPT OF AG & MARKETS","2301","2014","2015","109428","CONTRACT","2991","ANIMAL/PLANT HLTH INSPEC SERV USDA","NYS","AGMRKT","","Animal Health Diagnostic Center","ASAP"
,"69117-932","69117","LIPSON, MICHAL","MICHAL","","LIPSON","ML292","CO","Electrical & Computer Engineering","2370","932","69117","A001","MICRORESONATOR-BASED MID-INFRARED PARAMETRIC FREQUENCY COMBS FOR HIGH-PERFORMANCE SPECTROSCOPY","2371","Applied & Engineering Physics","ARMY RESEARCH DEVELOPMENT AND ENGINEERING COMMAND","16834","2013","2015","2495851","GRANT","1271","DEFENSE ADVANCED RESEARCH PROJECT AGENCY DOD","ARMYRDECOM","","","Applied & Engineering Physics","ASAP"
,"69735-2752","69735","LUO, DAN","DAN","","LUO","DL79","PI","CALS BEE Uncategorized","01A9","2752","69735","A001","EFRI-ODISSEI PRELIMINARY PROPOSAL: CUTTING AND PASTING - KIRIGAMI IN ARCHITECTURE, TECHNOLOGY, AND SCIENCES","01A9","CALS BEE Uncategorized","UNIVERSITY OF PENNSYLVANIA","2919","2013","2017","500074","GRANT","5169","DIRECTORATE FOR ENGINEERING NSF","U OF PENN","","","CALS Biological & Environmental Engr","ASAP"
,"63101-20787","63101","GUIMBRETIERE, FRANCOIS V","FRANCOIS","V","GUIMBRETIERE","FVG3","CO","Information Science","3620","20787","63101","A001","HCC: MEDIUM: HARDWARE AND SOFTWARE ARCHITECTURES FOR NEXT-GENERATION MOBILE PLATFORMS","2370","Electrical & Computer Engineering","NATL SCIENCE FOUNDATION","2244","2011","2016","698941","GRANT","","","NSF","","","Electrical & Computer Engineering","ASAP"
,"70007-22007","70007","XU, KENONG","KENONG","","XU","KX27","PI","CALS HORT-GN Uncategorized","06A7","22007","70007","A001","ELUCIDATING THE GENETIC AND MOLECULAR MECHANISMS OF APPLE FRUIT ACIDITY","06A7","CALS HORT-GN Uncategorized","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2014","2017","412986","GRANT","","","USDA","USDA-NIFA","","CALS Horticulture","ASAP"
,"71385-5545","71385","CZYMMEK, KARL J","KARL","J","CZYMMEK","KJC12","CO","CALS AS Morrison/General Operations","01B8","5545","71385","A001","GREENSEEKER TECHNOLOGY FOR GREATER CORN YIELD AND ENHANCED NITROGEN FERTILIZER USE FOR CORN","01D5","CALS AS Uncategorized","NEW YORK FARM VIABILITY INSTITUTE","12954","2014","2016","144591","GRANT","2301","NYS DEPT OF AG & MARKETS","NY FARM VIABILITY INST","","","CALS Animal Science","ASAP"
,"66638-19347","66638","HOLDEN, MARTHA J","MARTHA","J","HOLDEN","MJH19","PI","Bronfenbrenner Ctr forTranslational Rsch","0323","19347","66638","A001","RC13:CHILDREN AND RESIDENTIAL EXPERIENCES: CREATING CONDITIONS FOR CHANGE (CARE)","0323","Bronfenbrenner Ctr forTranslational Rsch","NYS OFFICE OF CHILDREN AND FAMILY SERVICES","3505","2012","2016","123200","CONTRACT","","","NYS","OCFS","","Bronfenbrenner Ctr forTranslational Rsch","ASAP"
,"76724-1812","76724","CREPET, WILLIAM L","WILLIAM","L","CREPET","WLC1","PI","CALS Plant Biology","0184","1812","76724","A001","ACQUISITION OF GOODS AND SERVICES (FY16)","2167","Plant Biology","USDA ARS NORTH ATLANTIC AREA","23955","2015","2015","37853","COOP","","","USDA","USDA, ARS, NAA","","Plant Biology","ASAP"
,"64662-22587","64662","SHEN, XILING","XILING","","SHEN","XS66","PI","Electrical & Computer Engineering","2370","22587","64662","A002","EFRI: MIKS: NOTCH SIGNALING IN COLON CANCER STEM CELLS","2370","Electrical & Computer Engineering","CALIFORNIA INSTITUTE OF TECHNOLOGY","971","2011","2015","500000","GRANT","2244","NATL SCIENCE FOUNDATION","CALTECH","","","Electrical & Computer Engineering","ASAP"
,"67535-14989","67535","SHAW, KERRY L","KERRY","L","SHAW","KLS4","PI","Neurobiology and Behavior","2181","14989","67535","A001","DIMENSIONS: COLLABORATIVE RESEARCH: A COMMUNITY LEVEL APPROACH TO UNDERSTANDING SPECIATION IN HAWAIIAN LINEAGES","2181","Neurobiology and Behavior","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","5166","2013","2018","215240","GRANT","","","NSF","NSF BIO","","Neurobiology and Behavior","ASAP"
,"71943-9750","71943","WHITLOCK, JANIS L","JANIS","L","WHITLOCK","JLW43","CO","Bronfenbrenner Ctr forTranslational Rsch","0323","9750","71943","A001","CHS: MEDIUM: UNDERSTANDING AND DESIGNING FOR ONLINE DISCLOSURES AND ITS EFFECTS ON WELL-BEING","01D6","CALS COM Uncategorized","NATL SCIENCE FOUNDATION","2244","2014","2018","1203821","GRANT","","","NSF","","","CALS Communication","ASAP"
,"72009-3434","72009","WEIGLE, TIMOTHY H.","TIMOTHY","H.","WEIGLE","THW4","KP","CALS IPM Uncategorized","01L4","3434","72009","A001","FACILITATING PROSPERITY IN NY BREWING INDUSTRY THROUGH RESEARCH & EXTENSION ON PRODUCTION OF MALTING BARLEY & HOPS","06B6","CALS Geneva AES Sponsored Awards","NYS DEPT OF AG & MARKETS","2301","2014","2016","200000","CONTRACT","","","NYS","AGMRKT","","CALS Geneva AES Finance & Operating","AMAF"
,"69879-3987","69879","NIXON, KEVIN C","KEVIN","C","NIXON","KCN2","CO","CALS Plant Biology","0184","3987","69879","A001","PURPOSEFUL GAMING AND BHL: ENGAGING THE PUBLIC IN IMPROVING AND ENHANCING ACCESS TO DIGITAL TEXT","0115","CALS Mann Library","MISSOURI BOTANICAL GARDEN","39601","2013","2015","46665","GRANT","3688","INSTITUTE OF MUSEUMS & LIBRARY SERVICES","MBG","","","CALS Library","ASAP"
,"63496-1902","63496","GAETA, ALEXANDER L","ALEXANDER","L","GAETA","ALG3","PI","Applied & Engineering Physics","2371","1902","63496","A001","OPTICAL-TRANSITION CLOCKS WITH MICROFABRICATED FREQUENCY COMBS FOR PERFORMANCE BEYOND THE STANDARD QUANTUM LIMIT","2371","Applied & Engineering Physics","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","530","2011","2017","1430250","GRANT","1257","ARMY RESEARCH OFFICE","MIT","","","Applied & Engineering Physics","ASAP"
,"72472-35569","72472","VAN DE WALLE, GERLINDE","GERLINDE","","VAN DE WALLE","GRV23","CO","Baker Institute for Animal Health","0402","35569","72472","A001","DEVELOPMENT OF HAND-HELD BIOSENSORS FOR RAPID DIAGNOSIS AND STUDY OF NEURAL DISEASE AND NEUROTOXINS","0407","Faculty Managed","SUNY UPSTATE MEDICAL UNIVERSITY","372","2014","2015","55000","GRANT","","","SUNY","SUNY UMU","","Baker Institute for Animal Health","ASAP"
,"69766-35771","69766","PHILOMIN JULIANA, FNU P","FNU","P","PHILOMIN JULIANA","FP228","FE","CALS PBG Uncategorized","01F8","35771","69766","A001","DETERMINING THE BREEDING VALUE OF CIMMYT INTERNATIONAL BREAD WHEAT NURSERY ENTRIES FOR MULTIPLE DISEASE RESISTANCES","01F8","CALS PBG Uncategorized","TEXAS AGRILIFE RESEARCH OF THE TEXAS A&M UNIVERSITY SYSTEM","36217","2013","2017","200000","GRANT","2047","MONSANTO FUND","TEXAS A&M","TEXAS AGRILIFE","","CALS Plant Breeding & Genetics","ASAP"
Biomedical Engineering,"74904-2923","74904","SHULER, MICHAEL L","MICHAEL","L","SHULER","MLS50","PI","Biomedical Engineering","2388","2923","74904","A001","ENCAPSULATION TECHNOLOGY FOR INCREASED STABILITY OF VERTEBRATE CELLS: APPLICATION WITH A BODY-ON-A CHIP SYSTEM","2388","Biomedical Engineering","STATE UNIVERSITY OF NEW YORK AT CORTLAND","46241","2014","2015","0","CONTRACT","29335","ARMY ENGINEER RESEARCH AND DEVELOPMENT CENTER","SUNY","SUNY CORTLAND","","Biomedical Engineering","ASAP"
,"66734-32369","66734","BITAR, EILYAN Y","EILYAN","Y","BITAR","EYB5","PI","Electrical & Computer Engineering","2370","32369","66734","A001","CPS: SYNERGY: COLLABORATIVE RESEARCH: COORDINATED RESOURCE MANAGEMENT OF CYBER-PHYSICAL-SOCIAL POWER SYSTEMS","2370","Electrical & Computer Engineering","NATL SCIENCE FOUNDATION","2244","2012","2015","280429","GRANT","","","NSF","","","Electrical & Computer Engineering","ASAP"
,"67545-20209","67545","ANGENENT, LARGUS","LARGUS","","ANGENENT","LA249","PI","CALS BEE Uncategorized","01A9","20209","67545","A001","CAPTURING WASTE HEAT FROM BIOGAS-POWERED GENERATORS FOR CONDUCTIVE COOLING ON NYS DAIRY FARMS","01A9","CALS BEE Uncategorized","NEW YORK STATE ENERGY RESEARCH AND DEVELOPMENT AUTHORITY ","2324","2012","2016","300000","CONTRACT","","","NYS","NYSERDA","","CALS Biological & Environmental Engr","ASAP"
,"69795-18127","69795","FLETCHER, DANIEL J","DANIEL","J","FLETCHER","DJF42","PI","Clinical Sciences","0422","18127","69795","A001","LONG CHAIN OMEGA-3 FATTY ACIDS: A POTENTIAL PROPHYLACTIC THERAPY FOR DOGS AT RISK OF THROMBOEMBOLISM","0427","Faculty Managed","WALTHAM FOUNDATION","4966","2013","2015","24992","GRANT","","","WALTHM CPN","WALTHAM FDN","","Clinical Sciences","ASAP"
,"65673-17688","65673","BAZAROV, IVAN","IVAN","","BAZAROV","IB38","CO","Physics","2186","17688","65673","A001","REU SITE: ACCELERATOR PHYSICS AND SYNCHOTRON RADIATION SCIENCE","3482","Laboratory Elementary-Particle Physics","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","5171","2012","2016","348000","GRANT","","","NSF","NSF MPS","","Cornell Lab Accelerator Sciences & Ed","ASAP"
,"64188-2238","64188","SEEM, ROBERT C","ROBERT","C","SEEM","RCS4","CO","CALS Plant Pathology - Geneva","0625","2238","64188","A001","ACCELERATING GRAPE CULTIVAR IMPROVEMENT VIA PHENOTYPING CENTERS AND NEXT GENERATION MARKERS","06A7","CALS HORT-GN Uncategorized","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2011","2016","4563164","GRANT","","","USDA","USDA-NIFA","","CALS Horticulture","APA"
,"57862-1176","57862","BANFIELD, DONALD","DONALD","","BANFIELD","DJB20","PI","Center Astrophysics-Planetary Science","3425","1176","57862","A001","HAZE, METHANE AND PARA-HYDROGEN DISTRIBUTIONS ON URANUS AND NEPTUNE","3425","Center Astrophysics-Planetary Science","NASA SHARED SERVICES CENTER","16293","2009","2015","628329","GRANT","","","NASA","NSSC","","Center Astrophysics-Planetary Science","ASAP"
,"69014-14867","69014","LIEPE, MATTHIAS ULF","MATTHIAS","ULF","LIEPE","MUL2","CO","Physics","2186","14867","69014","A001","HIGH PERFORMANCE SRF CAVITIES FROM IMPROVED SUPERCONDUCTORS AND PRODUCTION TECHNIQUES","3482","Laboratory Elementary-Particle Physics","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","5171","2013","2016","250000","GRANT","","","NSF","NSF MPS","","Cornell Lab Accelerator Sciences & Ed","ASAP"
,"62772-17692","62772","HANRATH, TOBIAS","TOBIAS","","HANRATH","TH358","PI","Chemical & Biomolecular Engineering","2360","17692","62772","A001","CAREER: CREATING CONFINED-BUT-COUPLED NANOSTRUCTURES TO BALANCE QUANTUM CONFINEMENT AND COUPLING","2360","Chemical & Biomolecular Engineering","NATL SCIENCE FOUNDATION","2244","2011","2016","463397","GRANT","","","NSF","","","Chemical & Biomolecular Engineering","ASAP"
,"62651-1866","62651","GOMES, CARLA P","CARLA","P","GOMES","CPG5","PI","Computer Science","2366","1866","62651","A001","INTEGRATING ECOLOGICAL AND SOCIAL DATA TO OPTIMIZE ECONOMIC DECISIONS ON WILDLIFE CORRIDORS","3622","IS Faculty Activities","FOREST SERVICE, USDA","3008","2010","2015","60613","COOP","","","USDA","FOREST","","Information Science","ASAP"
,"74444-4034","74444","ABRUNA, HECTOR D","HECTOR","D","ABRUNA","HDA1","KP","Chemistry and Chemical Biology","2158","4034","74444","A001","REU SITE: INTERDISCIPLINARY MATERIALS RESEARCH","3401","Cornell Center for Materials Research","NATL SCIENCE FOUNDATION","2244","2015","2018","450000","GRANT","","","NSF","","","Cornell Center for Materials Research","ASAP"
,"73847-3625","73847","BURR, THOMAS J","THOMAS","J","BURR","TJB1","PI","CALS Plant Pathology - Geneva","0625","3625","73847","A001","2014-2015 APPLE RESEARCH & DEVELOPMENT PROGRAM (ARDP ADDT'L)","06B6","CALS Geneva AES Sponsored Awards","NYS DEPT OF AG & MARKETS","2301","2014","2016","500000","CONTRACT","","","NYS","AGMRKT","","CALS Geneva AES Finance & Operating","AMSC"
,"77505-45789","77505","PARADISE, PETER D.","PETER","D.","PARADISE","PDP1","PI","CALS Facilities","0116","45789","77505","A001","ACQUISITION OF GOODS AND SERVICES (58-8062-5-016)","0116","CALS Facilities","AGRICULTURE RESEARCH SERVICE USDA","2993","2015","2015","79287","COOP","","","USDA","ARS","","CALS Facilities","ASAP"
Civil and Environmental Engineering,"70385-12147","70385","DIAMESSIS, PETER J","PETER","J","DIAMESSIS","PJD38","PI","Civil & Environmental Engineering","2365","12147","70385","A001","REYNOLDS NUMBER SCALING AND PARAMETERIZATION OF STRATIFIED TURBULENT WAKES","2365","Civil & Environmental Engineering","OFFICE OF NAVAL RESEARCH DOD","1284","2013","2016","318616","GRANT","","","DOD","NAVY","ONR","Civil & Environmental Engineering","ASAP"
,"67350-3810","67350","HAMMER, DAVID A","DAVID","A","HAMMER","DAH5","PI","Electrical & Computer Engineering","2370","3810","67350","A001","CENTER FOR PULSED-POWER-DRIVEN HIGH-ENERGY-DENSITY PLASMAS","2390","Lab of Plasma Studies","DEPARTMENT OF ENERGY","483","2012","2017","11000000","COOP","","","DOE","","","Lab of Plasma Studies","AMAF"
,"68246-12347","68246","KE, AILONG","AILONG","","KE","AK425","PI","Molecular Biology and Genetics","2165","12347","68246","A001","STRUCTURE AND MECHANISM OF CRISPR INTERFERENCE","2165","Molecular Biology and Genetics","NATL INST OF HEALTH DHHS","476","2013","2017","1206858","GRANT","","","DHHS","NIH","","Molecular Biology and Genetics","ASAP"
,"70776-3952","70776","LOEB, GREGORY M","GREGORY","M","LOEB","GME1","CO","CALS ENT-GN Uncategorized","06A1","3952","70776","A001","PRECISION APPLICATION OF GRAPE BERRY MOTH SPRAYS IN LAKE ERIE REGION","06A1","CALS ENT-GN Uncategorized","NY WINE/GRAPE FDN","2276","2013","2015","31389","CONTRACT","","","NY WINE/GRAPE","","","CALS Entomology","ASAP"
,"74081-1866","74081","GOMES, CARLA P","CARLA","P","GOMES","CPG5","PI","Computer Science","2366","1866","74081","A001","CROWD-SOURCING FOR SCIENTIFIC DISCOVERY","3612","CS Faculty Activities","ARMY RESEARCH OFFICE","1257","2014","2017","600000","GRANT","","","DOD","ARMY","ARO","Computer Science","ASAP"
,"64117-2537","64117","CARROLL, JULIET E","JULIET","E","CARROLL","JEC3","CO","CALS IPM Uncategorized","01L4","2537","64117","A001","LIMITING BIRD DAMAGE IN FRUIT CROPS: INTEGRATING ECONOMIC, BIOLOGICAL, AND CONSUMER INFORMATION TO DEVELOP SUSTAINABLE, LONG-TERM SOLUTIONS","01F5","CALS NR Uncategorized","MICHIGAN STATE UNIVERSITY","1999","2011","2015","517379","GRANT","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","MICHIGAN ST U","","","CALS Natural Resources","ASAP"
,"66036-1340","66036","SCHUKKEN, YNTE H","YNTE","H","SCHUKKEN","YHS2","PI","Population Medicine & Diagnostic Science","0447","1340","66036","A001","ON-FARM OPTIMAL INTERVENTION PROGRAMS RESULTING IN REDUCTION OF MAP BACTERIAL LOAD IN MILK","0452","Faculty Managed","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2012","2016","499841","GRANT","","","USDA","USDA-NIFA","","Population Medicine & Diagnostic Science","ASAP"
,"70163-1105","70163","ANTCZAK, DOUGLAS F","DOUGLAS","F","ANTCZAK","DFA1","PI","Baker Institute for Animal Health","0402","1105","70163","A001","COMPARATIVE ANIMAL GENOMICS IN QATAR","0407","Faculty Managed","WEILL CORNELL MEDICAL COLLEGE/QATAR","24675","2013","2017","204485","GRANT","","","WEILL","WCMC/QATAR","","Baker Institute for Animal Health","ASAP"
,"73792-9144","73792","FUCHS, MARC","MARC","","FUCHS","MF13","PI","CALS Plant Pathology - Geneva","0625","9144","73792","A001","DEVELOPING A REGIONAL EASTERN NCPN-GRAPE CENTER","06C4","CALS PP-GN Uncategorized","ANIMAL/PLANT HLTH INSPEC SERV USDA","2991","2014","2015","252000","COOP","","","USDA","USDA APHIS","","CALS Plant Pathology","ASAP"
Biomedical Engineering,"70754-5324","70754","WILLIAMS, REBECCA M","REBECCA","M","WILLIAMS","RW36","KP","Applied & Engineering Physics","2371","5324","70754","A001","CORNELL STEM CELL AND MODELING AND PHENOTYPING CORE","0420","Faculty Managed","NYS DEPT OF HEALTH","2327","2014","2018","3027175","CONTRACT","","","NYS","NYS HEALTH","","Biomedical Sciences","ASAP"
,"68694-28167","68694","MASTER AGREEMENT, OSP","OSP","","MASTER AGREEMENT","","PI","Office of Sponsored Programs","3445","28167","68694","A001","MASTER RESEARCH AGREEMENT","3445","Office of Sponsored Programs","ALPINA FOODS","34077","2012","2017","0","CONTRACT","","","ALPINA","","","Office of Sponsored Programs","ASAP"
,"75042-11404","75042","COHEN, ITAI","ITAI","","COHEN","IC64","PI","Physics","2186","11404","75042","A001","IMAGING LOCAL STRESS ANISOTROPY AND DETERMINING ITS ROLE IN DRIVING DEFECT MOBILITY IN CRYSTALS","3476","Lab. of Atomic & Solid State Physics","NATL SCIENCE FOUNDATION","2244","2015","2018","500000","GRANT","","","NSF","","","Lab. of Atomic & Solid State Physics","ASAP"
,"70733-1617","70733","WHITE, DAVID","DAVID","","WHITE","DGW9","PI","CALS SG Administration","01L7","1617","70733","A001","EASTERN/SOUTHEASTERN LAKE ONTARIO-COASTAL WATERSHEDS AQUATIC INVASIVE SPECIES (AIS) RESOURCE EDUCATORS/WATERCRAFT INSPECTION","01M0","CALS SG Great Lakes District","OSWEGO COUNTY SOIL AND WATER CONSERVATION DISTRICT","38458","2013","2015","130997","CONTRACT","484","US DEPT OF INTERIOR","OSWEGO COUNTY SWCD","","","CALS Sea Grant","ASAP"
,"76888-16607","76888","STEDMAN, RICHARD C","RICHARD","C","STEDMAN","RCS6","CO","CALS NR Uncategorized","01F5","16607","76888","A001","NCCWSC-CSC FIVE YEAR REVIEWS - ASSESSING THE SCIENCE, PARTNER ENGAGEMENT, AND UTILITY FOR NATURAL RESOURCES CONSERVATION","01F5","CALS NR Uncategorized","GEOLOGICAL SURVEY, DOI","1308","2015","2018","718411","COOP","","","US INTERIOR","USGS","","CALS Natural Resources","ASAP"
,"62868-3192","62868","DE JONG, WALTER","WALTER","","DE JONG","WSD2","PI","CALS PBG Uncategorized","01F8","3192","62868","A001","DEVELOPMENT AND RELEASE OF GOLDEN NEMATODE RESISTANT POTATOES","01F8","CALS PBG Uncategorized","AGRICULTURE RESEARCH SERVICE USDA","2993","2010","2015","1356295","COOP","","","USDA","ARS","","CALS Plant Breeding & Genetics","APA"
,"76752-44649","76752","CHERASKIN, JERI-LYN","JERI-LYN","","CHERASKIN","JLC77","KP","Population Medicine & Diagnostic Science","0447","44649","76752","A001","COMBINED ANTI-MÜLLERIAN HORMONE AND PROGESTERONE TESTING FOR THE DIAGNOSIS OF CANINE OVARIAN REMNANT SYNDROME","0452","Faculty Managed","AMERICAN KENNEL CLUB CANINE HEALTH FOUNDATION","3388","2015","2016","8165","CONTRACT","","","AKC CHF","","","Population Medicine & Diagnostic Science","ASAP"
