,"74161-11764","74161","BRANNON, PATSY MARIE","PATSY","MARIE","BRANNON","PMB22","KP","Nutritional Sciences","0399","11764","74161","A001","VITAMIN D METABOLISM IN PREGNANT WOMEN CONSUMING CONTROLLED INTAKES","01H3","CALS NS Uncategorized","NATL INST OF HEALTH DHHS","476","2015","2017","161000","GRANT","","","DHHS","NIH","","CALS Nutritional Sciences","ASAP"
,"70501-23067","70501","KEINAN, ALON","ALON","","KEINAN","AK735","PI","CALS BSCB Uncategorized","01G0","23067","70501","A002","THE X-FACTOR OF COMPLEX DISEASE: FROM POPULATION GENETICS TO GWAS OF CHROMOSOME X","01G0","CALS BSCB Uncategorized","NATL INST OF HEALTH DHHS","476","2013","2016","1119253","GRANT","","","DHHS","NIH","","CALS Biology Stats & Computational Biol","ASAP"
,"73882-4065","73882","FLANAGAN, EANNA","EANNA","","FLANAGAN","EEF3","PI","Physics","2186","4065","73882","A001","PETER TAYLOR IRC FELLOWSHIP","3425","Center Astrophysics-Planetary Science","UNIVERSITY COLLEGE DUBLIN","48761","2014","2015","28341","CONTRACT","","","UCD","","","Center Astrophysics-Planetary Science","ASAP"
,"68982-34992","68982","WU, YUEN SHING","YUEN SHING","","WU","YW526","KP","Design and Environmental Analysis","0327","34992","68982","A001","HUMAN ERGONOMIC RESPONSES TO WARM SURFACES OF COMPOSITE MATERIALS","0327","Design and Environmental Analysis","INTEL CORP","1737","2013","2015","388924","CONTRACT","","","INTEL","","","Design and Environmental Analysis","ASAP"
,"73777-35369","73777","TATE, ROSS E","ROSS","E","TATE","RET87","PI","CS Faculty Activities","3612","35369","73777","A001","PROGRAMMING LANGUAGES MENTORING WORKSHOP","3612","CS Faculty Activities","NATL SCIENCE FOUNDATION","2244","2014","2016","30000","GRANT","","","NSF","","","Computer Science","ASAP"
,"71879-3032","71879","GIANNELIS, EMMANUEL P","EMMANUEL","P","GIANNELIS","EPG2","CO","Materials Science Engineering","2374","3032","71879","A001","NANOPARTICLE PHOTORESISTS FOR NEXT GENERATION LITHOGRAPHY","2374","Materials Science Engineering","SEMICONDUCTOR RESEARCH CORP","2759","2014","2015","250000","CONTRACT","","","SRC","","","Materials Science Engineering","ASAP"
,"67797-29927","67797","BARRY, DONALD J.","DONALD","J.","BARRY","DJB49","KP","Center Astrophysics-Planetary Science","3425","29927","67797","A001","THE INFRARED DATABASE OF EXTRAGALACTIC OBSERVABLES FROM SPITZER (IDEOS)","3425","Center Astrophysics-Planetary Science","NASA SHARED SERVICES CENTER","16293","2013","2016","212572","GRANT","","","NASA","NSSC","","Center Astrophysics-Planetary Science","ASAP"
,"75302-3782","75302","HAJEK, ANN E","ANN","E","HAJEK","AEH4","PI","CALS ENT-IT Uncategorized","01E2","3782","75302","A001","ASIAN LONGHORNED BEETLE","01E2","CALS ENT-IT Uncategorized","ALPHAWOOD FOUNDATION","4566","2015","2017","90554","GRANT","","","ALPHAWOOD FDN.","","","CALS Entomology","ASAP"
,"74898-1536","74898","LEVINE, GILBERT","GILBERT","","LEVINE","GL14","PI","Atkinson Center for a Sustainable Future","3426","1536","74898","A001","FULBRIGHT-HAYS 2014-2015 - HOUSHOLDER","7501","Einaudi Center for Intl Studies","DEPT OF EDUCATION US","491","2014","2016","55621","GRANT","","","US DEPT OF EDU","","","Einaudi Center for Intl Studies","ASAP"
,"68783-2848","68783","WAKSHLAG, JOSEPH","JOSEPH","","WAKSHLAG","JW37","PI","Clinical Sciences","0422","2848","68783","A001","EFFECT OF IODINE RESTRICTED DIET ON CLINICAL OUTCOME AND CLIENT SATISFACTION IN SEVERELY AFFECTED HYPERTHYROID CATS","0427","Faculty Managed","HILL'S PET NUTRITION, INC.","171","2012","2015","43465","CONTRACT","","","HILLS PET","","","Clinical Sciences","ASAP"
,"73022-1340","73022","SCHUKKEN, YNTE H","YNTE","H","SCHUKKEN","YHS2","PI","Population Medicine & Diagnostic Science","0447","1340","73022","A001","CHARACTERIZING LATE GESTATION DENDRITIC CELLS AND KEY PARAMETERS ASSOCIATED WITH E. COLI INTRAMAMMARY INFECTION DYNAMICS IN DRY COWS","0452","Faculty Managed","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2014","2016","79000","GRANT","","","USDA","USDA-NIFA","","Population Medicine & Diagnostic Science","ASAP"
,"56631-2126","56631","KOTLIKOFF, MICHAEL I","MICHAEL","I","KOTLIKOFF","MIK7","PI","Biomedical Sciences","0415","2126","56631","A001","CALCIUM SIGNALING IN THE CEREBROVASCULAR UNIT IN HEALTH AND DISEASE","0420","Faculty Managed","UNIVERSITY OF VERMONT","2933","2010","2015","493705","GRANT","1202","NATL HEART LUNG & BLOOD INST, NIH","U OF VERMONT","","","Biomedical Sciences","ASAP"
,"64700-5124","64700","NYDAM, DARYL V","DARYL","V","NYDAM","DVN2","PI","Population Medicine & Diagnostic Science","0447","5124","64700","A001","KETOSIS AND INSULIN RESISTANCE IN TRANSITION DAIRY COWS: CHARACTERIZATION AND CONTROL MEASURES TO INCREASE HEALTH AND PRODUCTION","0452","Faculty Managed","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2012","2016","494000","GRANT","","","USDA","USDA-NIFA","","Population Medicine & Diagnostic Science","ASAP"
,"75572-3191","75572","RUDSTAM, LARS G","LARS","G","RUDSTAM","LGR1","PI","CALS NR Uncategorized","01F5","3191","75572","A001","FSML: NEW TECHNOLOGY FOR MEASURING LOWER TROPHIC LEVELS IN LAKES","01F5","CALS NR Uncategorized","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","5166","2015","2016","293210","GRANT","","","NSF","NSF BIO","","CALS Natural Resources","ASAP"
,"71963-3343","71963","REEVE, HUDSON K","HUDSON","K","REEVE","HKR1","PI","CALS NBB Uncategorized","01H2","3343","71963","A001","DISSERTATION RESEARCH: COLONY-LEVEL SELECTION AND THE ROLE OF REPRODUCTIVE CONFLICT ON COLLECTIVE DECISION-MAKING IN A SLAVE-MAKING ANT","01H2","CALS NBB Uncategorized","NATL SCIENCE FOUNDATION","2244","2014","2016","9869","GRANT","","","NSF","","","CALS Neurobiology & Behavior","ASAP"
,"73815-15749","73815","NISHIMURA, NOZOMI","NOZOMI","","NISHIMURA","NN62","KP","Biomedical Engineering","2388","15749","73815","A001","ROBUSTNESS OF THE INTESTINAL STEM CELL NICHE","2370","Electrical & Computer Engineering","NATL INST OF HEALTH DHHS","476","2015","2019","1222520","GRANT","","","DHHS","NIH","","Electrical & Computer Engineering","ASAP"
,"74078-1697","74078","PHOENIX, STUART L","STUART","L","PHOENIX","SLP6","PI","Mechanical & Aerospace Engineering","2355","1697","74078","A001","DESIGN OPTIMIZATION OF INTEGRATED MULTI PLY ARMOR BY A COMPUTATIONAL TOOL: THE NEXT GENERATION (DOIMPACT: NEXT-GEN)","2355","Mechanical & Aerospace Engineering","NATIONAL INSTITUTE OF STANDARDS & TECHNOLOGY","1239","2014","2019","474721","COOP","","","DEPT COMMERCE","NIST","","Mechanical & Aerospace Engineering","ASAP"
,"57589-1315","57589","ALBRIGHT, LOUIS D","LOUIS","D","ALBRIGHT","LDA1","PI","CALS BEE Uncategorized","01A9","1315","57589","A001","CENTER OF EXCELLENCE FOR CONTROLLED ENVIRONMENT AGRICULTURE TECHNOLOGY TRANSFER, EDUCATION, AND APPLICABLE RESEARCH","01A9","CALS BEE Uncategorized","NEW YORK STATE ENERGY RESEARCH AND DEVELOPMENT AUTHORITY ","2324","2010","2015","397075","CONTRACT","","","NYS","NYSERDA","","CALS Biological & Environmental Engr","APA"
Chemical and Biomolecular Engineering,"73147-3415","73147","ENGSTROM, JAMES R","JAMES","R","ENGSTROM","JRE7","PI","Chemical & Biomolecular Engineering","2360","3415","73147","A001","DEVELOPING SELECTIVE AREA ATOMIC LAYER DEPOSITION PROCESSES FOR SINGLE DIGIT NANOMETER TECHNOLOGIES","2360","Chemical & Biomolecular Engineering","SEMICONDUCTOR RESEARCH CORP","2759","2014","2015","75000","CONTRACT","","","SRC","","","Chemical & Biomolecular Engineering","ASAP"
,"72016-36109","72016","WILLIAMS, BYRON","BYRON","","WILLIAMS","BW28","KP","CALS MBG Uncategorized","01G7","36109","72016","A001","GREATWALL KINASE AND THE MITOTIC CONTROL OF PHOSPHATASE ACTIVITY","01G7","CALS MBG Uncategorized","NATL INST OF HEALTH DHHS","476","2014","2018","1481800","GRANT","","","DHHS","NIH","","CALS Molecular Biology & Genetics","ASAP"
,"63269-7786","63269","PRITCHARD, MATTHEW","MATTHEW","","PRITCHARD","MP337","PI","Earth & Atmospheric Sciences","2367","7786","63269","A001","CREATION OF A GLOBAL VOLCANO DEFORMATION DATABASE FROM SPACED-OBSERVATIONS FOR SCIENCE AND HAZARD ASSESSMENT","2367","Earth & Atmospheric Sciences","NASA SHARED SERVICES CENTER","16293","2012","2016","324907","GRANT","","","NASA","NSSC","","Earth & Atmospheric Sciences","ASAP"
,"74803-348","74803","DICKINSON, JANIS L","JANIS","L","DICKINSON","JLD84","PI","CALS Lab of O - General Operations","01Y7","348","74803","A001","DISSERTATION RESEARCH: INTERSPECIFIC COMPETITION INCREASES COOPERATIVE GROUP SIZES IN BROWN-HEADED NUTHATCHES (SITTA PUSILLA)","0191","CALS Neurobiology & Behavior","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","5166","2015","2016","18805","GRANT","","","NSF","NSF BIO","","CALS Neurobiology & Behavior","ASAP"
,"67385-1584","67385","SEAMAN, ABBY J","ABBY","J","SEAMAN","AJS32","CO","CALS IPM Uncategorized","01L4","1584","67385","A001","ADDRESSING CRITICAL PEST MANAGEMENT CHALLENGES IN ORGANIC CUCURBIT PRODUCTION","01F8","CALS PBG Uncategorized","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2012","2016","1962562","GRANT","","","USDA","USDA-NIFA","","CALS Plant Breeding & Genetics","ASAP"
,"67256-4283","67256","SOLOWAY, PAUL D","PAUL","D","SOLOWAY","PDS28","PI","CALS NS Uncategorized","01H3","4283","67256","A001","EPIGENETIC CONTROL OF A RAS ACTIVATOR","01H3","CALS NS Uncategorized","NATL INST OF HEALTH DHHS","476","2013","2017","1283136","GRANT","","","DHHS","NIH","","CALS Nutritional Sciences","ASAP"
,"75915-37409","75915","WARDEN, MELISSA","MELISSA","","WARDEN","MRW248","PI","CALS Neurobiology & Behavior","0191","37409","75915","A001","SUBCORTICAL NEURAL CIRCUITS FOR MOTIVATED BEHAVIOR AND REWARD","0191","CALS Neurobiology & Behavior","WHITEHALL FOUNDATION","3111","2015","2018","225000","GRANT","","","WHITEHALL","","","CALS Neurobiology & Behavior","ASAP"
,"69949-808","69949","GIBBONS, LAWRENCE","LAWRENCE","","GIBBONS","LKG5","PI","Laboratory Elementary-Particle Physics","3482","808","69949","A001","MRI CONSORTIUM: DEVELOPMENT OF INSTRUMENTATION TO MEASURE THE SPIN PRECESSION FREQUENCY IN THE FERMILAB MUON G-2 EXPERIMENT","3455","Cornell Lab Accelerator Sciences & Ed","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","5171","2013","2016","867111","GRANT","","","NSF","NSF MPS","","Cornell Lab Accelerator Sciences & Ed","ASAP"
,"74286-2051","74286","GOLDEN, THOMAS P","THOMAS","P","GOLDEN","TPG3","PI","0557 Other Funds","05AZ","2051","74286","A001","CONDUCTING CBVH NEEDS ASSESSMENT - SURVEY OF NYSCB CONSUMERS","05AZ","0557 Other Funds","NYS OFFICE OF CHILDREN AND FAMILY SERVICES","3505","2014","2015","46607","CONTRACT","","","NYS","OCFS","","Employment & Disability Institute","ASAP"
,"66476-28167","66476","MASTER AGREEMENT, OSP","OSP","","MASTER AGREEMENT","","PI","Office of Sponsored Programs","3445","28167","66476","A001","MASTER AGREEMENT: INTEL SCIENCE AND TECHNOLOGY CENTER - PERVASIVE COMPUTING","3445","Office of Sponsored Programs","INTEL CORP","1737","2011","2015","0","CONTRACT","","","INTEL","","","Office of Sponsored Programs","ASAP"
,"74679-2420","74679","HARRISON, RICHARD G","RICHARD","G","HARRISON","RGH4","PI","CALS EEB Uncategorized","01G8","2420","74679","A001","MOLECULAR MARKERS (MICROSATELLITES & SNPS) TO DISTINGUISH ASIAN & NORTH AMERICAN GYPSY MOTH: FURTHER DEVELOPMENT AND APPLICATION OF METHODS FOR RAPID POPULATION OF CAPTURED MOTHS OF UNKNOWN ORIGIN","01G8","CALS EEB Uncategorized","ANIMAL/PLANT HLTH INSPEC SERV USDA","2991","2014","2015","70981","COOP","","","USDA","USDA APHIS","","CALS Ecology & Evolutionary Biology","ASAP"
,"74695-2820","74695","CHRISTIANSEN, MORTEN","MORTEN","","CHRISTIANSEN","MHC27","PI","Psychology","2188","2820","74695","A001","AUSTRALIAN RESEARCH COUNCIL CENTRE OF EXCELLENCE FOR THE DYNAMICS OF LANGUAGE","2188","Psychology","AUSTRALIAN NATIONAL UNIVERSITY","46001","2014","2021","0","CONTRACT","29856","AUSTRALIAN RESEARCH COUNCIL","ANU","","","Psychology","ASAP"
,"62487-16347","62487","HESS, PETER","PETER","","HESS","PGH25","CO","CALS BEE Uncategorized","01A9","16347","62487","A001","COLLABORATIVE RESEARCH: TYPE 2: IMPROVED REGIONAL AND DECADAL PREDICTIONS OF THE CARBON CYCLE","2367","Earth & Atmospheric Sciences","NATL SCIENCE FOUNDATION","2244","2011","2016","1064047","GRANT","","","NSF","","","Earth & Atmospheric Sciences","ASAP"
,"72930-34287","72930","MULLER, ELIZABETH D","ELIZABETH","D","MULLER","EDM29","PI","Rare & Manuscript Collections","3784","34287","72930","A001","ARRANGEMENT AND DESCRIPTION OF RECORDS DOCUMENTING LGBT COMMUNITIES IN WESTERN NEW YORK: DOCUMENTARY HERITAGE GRANT PROGRAMS","3784","Rare & Manuscript Collections","NYS DEPT OF EDUCATION","2323","2014","2015","16376","CONTRACT","","","NYS","NYSEDUC","","Rare & Manuscript Collections","ASAP"
,"74715-28167","74715","MASTER AGREEMENT, OSP","OSP","","MASTER AGREEMENT","","PI","Office of Sponsored Programs","3445","28167","74715","A001","MASTER COOPERATIVE AGREEMENT BETWEEN THE RESEARCH FOUNDATION FOR SUNY AND CORNELL UNIVERSITY - OMNIBUS2014 - 2017","3445","Office of Sponsored Programs","NEW YORK SEA GRANT INSTITUTE, STONY BROOK","2801","2014","2018","0","CONTRACT","478","US DEPT OF COMMERCE","SUNY","NY SEA GRANT","","Office of Sponsored Programs","ASAP"
,"70631-3618","70631","ROBINSON, TERENCE L","TERENCE","L","ROBINSON","TLR1","CO","CALS HORT-GN Uncategorized","06A7","3618","70631","A001","AN INSECT, DISEASE AND WEED MANAGEMENT PROGRAM FOR NEW YORK ORGANIC APPLES","06A1","CALS ENT-GN Uncategorized","NYS DEPT OF AG & MARKETS","2301","2013","2015","56055","CONTRACT","2990","AGRICULTURAL MARKETING SERV, USDA","NYS","AGMRKT","","CALS Entomology","ASAP"
,"64967-7724","64967","JUST, DAVID R","DAVID","R","JUST","DRJ3","CO","CALS The Charles H. Dyson School of AEM","0121","7724","64967","A001","SMARTER LUNCHROOMS: DOES CHANGING ENVIRONMENTS REALLY GIVE MORE NUTRITIONAL BANG FOR THE BUCK?","01A4","CALS AEM Food and Agricultural Economics","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2012","2017","2225000","GRANT","","","USDA","USDA-NIFA","","CALS The Charles H. Dyson School of AEM","APA"
,"59495-3225","59495","STRUPP, BARBARA J","BARBARA","J","STRUPP","BJS13","PI","CALS NS Uncategorized","01H3","3225","59495","A001","NEUROBEHAVIORAL IMPACTS OF EARLY MN EXPOSURE","01H3","CALS NS Uncategorized","UNIVERSITY OF CALIFORNIA, SANTA CRUZ","2885","2010","2016","315230","GRANT","1213","ENVIRONMENTAL HEALTH SCIENCES NIH","U OF CAL","UC SANTA CRUZ","","CALS Nutritional Sciences","ASAP"
,"69007-23707","69007","BATTEN, CHRISTOPHER","CHRISTOPHER","","BATTEN","CB535","PI","Electrical & Computer Engineering","2370","23707","69007","A001"," XPS: DSD: POLYMORPHIC HARDWARE SPECIALIZATION FOR DOMAIN-SPECIFIC ALGORITHMS AND DATA STRUCTURES ","2370","Electrical & Computer Engineering","DIRECTORATE FOR ENGINEERING NSF","5169","2013","2017","698273","GRANT","","","NSF","NSF ENG","","Electrical & Computer Engineering","ASAP"
Chemical and Biomolecular Engineering,"58779-20287","58779","TESTER, JEFFERSON","JEFFERSON","","TESTER","JWT54","PI","Chemical & Biomolecular Engineering","2360","20287","58779","A001","IGERT: TRAINING PROGRAM IN SUSTAINABLE ENERGY RECOVERY FROM THE EARTH -- EDUCATIONAL INNOVATION AT THE INTERSECTION OF GEOSCIENCES AND ENGINEERING","2360","Chemical & Biomolecular Engineering","DIRECTORATE FOR ENGINEERING NSF","5169","2010","2016","2921701","GRANT","","","NSF","NSF ENG","","Chemical & Biomolecular Engineering","ASAP"
,"62433-19087","62433","MAYTON, HILARY S","HILARY","S","MAYTON","HSM1","CO","CALS PBG Uncategorized","01F8","19087","62433","A001","CARBON SEQUESTRATION AND GASEOUS EMISSIONS IN PERENNIAL GRASS BIOENERGY CROPPING SYSTEMS IN THE NORTHEASTERN US","01A9","CALS BEE Uncategorized","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2011","2015","997086","GRANT","","","USDA","USDA-NIFA","","CALS Biological & Environmental Engr","ASAP"
,"70567-2547","70567","LAL, AMIT","AMIT","","LAL","AL274","PI","Electrical & Computer Engineering","2370","2547","70567","A001","TRANSIENT MICRO-INTEGRATED REMOTE SENSORS","2370","Electrical & Computer Engineering","HONEYWELL INC","1611","2014","2015","625781","CONTRACT","1271","DEFENSE ADVANCED RESEARCH PROJECT AGENCY DOD","HONEYWELL","","","Electrical & Computer Engineering","ASAP"
,"74158-23508","74158","WEBSTER, MICHAEL S","MICHAEL","S","WEBSTER","MSW244","PI","CALS Lab of O - Programs","017A","23508","74158","A001","MEETING: ADVANCING THE ACCESSIBILITY OF DIGITAL MEDIA FOR BIOLOGICAL RESEARCH IN THE 21ST CENTURY","01Y2","CALS Lab of O - Macaulay Library","NATL SCIENCE FOUNDATION","2244","2014","2015","17000","GRANT","","","NSF","","","CALS Lab of O - Programs","ASAP"
,"61758-12967","61758","DAVISSON, ROBIN L","ROBIN","L","DAVISSON","RLD44","PI","Biomedical Sciences","0415","12967","61758","A001","OXIDANT STRESS IN THE BRAIN AND HYPERTENSION","0420","Faculty Managed","NATL HEART LUNG & BLOOD INST, NIH","1202","2011","2016","1554269","GRANT","","","DHHS","NIH","NIH NHLBI","Biomedical Sciences","ASAP"
,"66652-2974","66652","STOLTZFUS, REBECCA","REBECCA","","STOLTZFUS","RJS62","KP","CALS NS Uncategorized","01H3","2974","66652","A001","HEALTH CONSEQUENCES OF FOOD & NUTRITION INSECURITY FOR HIV+ WOMEN & THEIR INFANTS","0452","Faculty Managed","NATL INST OF MENTAL HEALTH, NIH","1215","2012","2017","853970","GRANT","","","DHHS","NIH","NIH NIMH","Population Medicine & Diagnostic Science","ASAP"
,"69354-970","69354","MCCOUCH, SUSAN R","SUSAN","R","MCCOUCH","SRM4","PI","CALS PBG Uncategorized","01F8","970","69354","A001","GENOTYPING AND DEVELOPMENT OF FOUR INTERSPECIFIC CSSL LIBRARIES OF RICE","01F8","CALS PBG Uncategorized","PIONEER HI-BRED INTERNATL INC","2500","2012","2016","118000","GRANT","","","PIONEER HI-BRED","","","CALS Plant Breeding & Genetics","ASAP"
,"65291-2492","65291","DAWSON, PAUL R","PAUL","R","DAWSON","PRD5","PI","Mechanical & Aerospace Engineering","2355","2492","65291","A001","DEVELOPMENT OF BOUNDS OF STRENGTH AND DUCTILITY OF TITANIUM ALLOYS PRODUCED BY TRADITIONAL AND LOW-COST METHODS BASED ON EXPLICIT LINKING OF MICROSTRUCTURE TO PROPERTIES","2355","Mechanical & Aerospace Engineering","OFFICE OF NAVAL RESEARCH DOD","1284","2012","2015","750000","GRANT","","","DOD","NAVY","ONR","Mechanical & Aerospace Engineering","ASAP"
,"69308-23187","69308","KLINGEL, SALLY L","SALLY","L","KLINGEL","SLK12","KP","Scheinman Institute","0570","23187","69308","A001","HCC: LARGE: SOCIAL-COMPUTATIONAL SUPPORT OF CIVIC ENGAGEMENT IN PUBLIC POLICY MAKING","3612","CS Faculty Activities","DIRECTORATE FOR COMPUTER & INFORMATION SCIENCE & ENGINEERING NSF","5167","2013","2016","2263876","GRANT","","","NSF","NSF CISE","","Computer Science","ASAP"
,"73203-30528","73203","HAYES, ALEXANDER G","ALEXANDER","G","HAYES","AGH4","CO","Center Astrophysics-Planetary Science","3425","30528","73203","A001","LABORATORY SIMULATION OF FLOATING HYDROCARBON ICE ON A TITAN LAKE","3425","Center Astrophysics-Planetary Science","JET PROPULSION LABORATORY","1803","2014","2015","45149","CONTRACT","535","NATL AERONAUTICS & SPACE ADM","JPL","","","Center Astrophysics-Planetary Science","ASAP"
,"64962-2980","64962","GOMEZ, MIGUEL","MIGUEL","","GOMEZ","MIG7","PI","CALS AEM School Administration","01A0","2980","64962","A001","MODERNIZING EXTENSION AND ADVISORY SERVICES","01A0","CALS AEM School Administration","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","3707","2010","2015","182662","COOP","660","AGENCY FOR INTERNATIONAL DEVELOPMENT","U OF ILLINOIS","UIUC","","CALS The Charles H. Dyson School of AEM","ASAP"
,"73986-28948","73986","KAO-KNIFFIN, JENNY T","JENNY","T","KAO-KNIFFIN","JTK57","PI","CALS Horticulture","0144","28948","73986","A001","OVERSEEDING TO ENHANCE IPM FOR SCHOOL, COMMUNITY, AND ATHLETIC FIELDS","01E9","CALS HORT-IT Uncategorized","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2014","2016","244329","GRANT","","","USDA","USDA-NIFA","","CALS Horticulture","ASAP"
,"71815-2655","71815","DRINKWATER, LAURIE","LAURIE","","DRINKWATER","LED24","CO","CALS HORT-IT Uncategorized","01E9","2655","71815","A001","UNCOVERING THE BELOW-GROUND DRIVERS OF WEED-CROP COMPETITION FOR IMPROVED WEED MANAGEMENT","01B6","CALS CSS Uncategorized","UNIVERSITY OF NEW HAMPSHIRE","2914","2013","2016","250000","GRANT","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","U OF NEW HAMPSHIRE","","","CALS Soil and Crop Sciences","ASAP"
,"63016-3303","63016","MCEUEN, PAUL L","PAUL","L","MCEUEN","PLM23","KP","Lab. of Atomic & Solid State Physics","3476","3303","63016","A001","CORNELL CENTER FOR MATERIALS RESEARCH - MRSEC","3401","Cornell Center for Materials Research","DIRECTORATE FOR ENGINEERING NSF","5169","2011","2017","18359999","COOP","","","NSF","NSF ENG","","Cornell Center for Materials Research","AMRO"
,"69308-2226","69308","CARDIE, CLAIRE T","CLAIRE","T","CARDIE","CTC9","PI","Computer Science","2366","2226","69308","A001","HCC: LARGE: SOCIAL-COMPUTATIONAL SUPPORT OF CIVIC ENGAGEMENT IN PUBLIC POLICY MAKING","3612","CS Faculty Activities","DIRECTORATE FOR COMPUTER & INFORMATION SCIENCE & ENGINEERING NSF","5167","2013","2016","2263876","GRANT","","","NSF","NSF CISE","","Computer Science","ASAP"
,"64093-1763","64093","AGNELLO, ARTHUR M","ARTHUR","M","AGNELLO","AMA4","PI","CALS ENT-GN Uncategorized","06A1","1763","64093","A001","BIOLOGY, ECOLOGY AND MANAGEMENT OF BROWN MARMORATED STINK BUG IN ORCHARD CROPS, SMALL FRUIT, GRAPES, VEGETABLES AND ORNAMENTALS: ATCA","06A1","CALS ENT-GN Uncategorized","USDA-ARS APPALACHIAN FRUIT RESEARCH STATION","10732","2011","2016","647700","COOP","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","USDA","ARS","AFRS","CALS Entomology","ASAP"
,"73532-4424","73532","OSTERRIEDER, NIKOLAUS","NIKOLAUS","","OSTERRIEDER","NO34","KP","Microbiology and Immunology","0433","4424","73532","A001","THE EFFECT OF ORF1 AND ORF2 GENE EXPRESSION ON INNATE AND ADAPTIVE IMMUNITY AND PROTECTION AGAINST EQUINE HERPES VIRUS TYPE 1 (EHV-1)","0452","Faculty Managed","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2015","2018","455000","GRANT","","","USDA","USDA-NIFA","","Population Medicine & Diagnostic Science","ASAP"
,"63016-3307","63016","THOMPSON, MICHAEL O","MICHAEL","O","THOMPSON","MOT1","KP","Materials Science Engineering","2374","3307","63016","A001","CORNELL CENTER FOR MATERIALS RESEARCH - MRSEC","3401","Cornell Center for Materials Research","DIRECTORATE FOR ENGINEERING NSF","5169","2011","2017","18359999","COOP","","","NSF","NSF ENG","","Cornell Center for Materials Research","AMRO"
,"61314-2980","61314","GOMEZ, MIGUEL","MIGUEL","","GOMEZ","MIG7","CO","CALS AEM School Administration","01A0","2980","61314","A001","EASTERN BROCCOLI: DEVELOPING AN EASTERN BROCCOLI INDUSTRY","06A7","CALS HORT-GN Uncategorized","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2010","2015","3172100","GRANT","","","USDA","USDA-NIFA","","CALS Horticulture","ASAP"
,"72633-17692","72633","HANRATH, TOBIAS","TOBIAS","","HANRATH","TH358","KP","Chemical & Biomolecular Engineering","2360","17692","72633","A001","MRI: ACQUISITION OF A CRYOGENIC, ABERRATION-CORRECTED SCANNING TRANSMISSION ELECTRON MICROSCOPE FOR ADVANCED MATERIALS RESEARCH AND EDUCATION","2371","Applied & Engineering Physics","NATL SCIENCE FOUNDATION","2244","2014","2016","2698364","GRANT","","","NSF","","","Applied & Engineering Physics","ASAP"
,"65983-24768","65983","JOYNER, JAMI P","JAMI","P","JOYNER","JJ334","CO","Dean and Associate Deans","2350","24768","65983","A001","LSAMP MID-LEVEL: THE UPSTATE ALLIANCE","2398","Diversity Programs Office","SYRACUSE UNIVERSITY","2812","2012","2017","327500","GRANT","2244","NATL SCIENCE FOUNDATION","SYRACUSE U","","","Diversity and Faculty Development","ASAP"
,"76263-28167","76263","MASTER AGREEMENT, OSP","OSP","","MASTER AGREEMENT","","PI","Office of Sponsored Programs","3445","28167","76263","A001","MASTER AGREEMENT","3445","Office of Sponsored Programs","GOOGLE INC.","15853","2015","2018","0","CONTRACT","","","GOOGLE","","","Office of Sponsored Programs","ASAP"
,"65983-24767","65983","HERNANDEZ, SARA X","SARA","X","HERNANDEZ","SH267","CO","Dean and Associate Deans","2350","24767","65983","A001","LSAMP MID-LEVEL: THE UPSTATE ALLIANCE","2398","Diversity Programs Office","SYRACUSE UNIVERSITY","2812","2012","2017","327500","GRANT","2244","NATL SCIENCE FOUNDATION","SYRACUSE U","","","Diversity and Faculty Development","ASAP"
,"71089-26987","71089","MOEBIUS-CLUNE, BIANCA NADINE","BIANCA","NADINE","MOEBIUS-CLUNE","BNM5","KP","CALS CSS Uncategorized","01B6","26987","71089","A001","ADVANCING CLIMATE-ADAPTIVE DECISION TOOLS TO REDUCE NUTRIENT POLLUTION FROM AGRICULTURAL FIELDS","01B6","CALS CSS Uncategorized","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2013","2016","429000","GRANT","","","USDA","USDA-NIFA","","CALS Soil and Crop Sciences","ASAP"
