null,"72549-39453","72549","VITOUSEK-BEMIS, MAREN N","MAREN","N","VITOUSEK-BEMIS","MNV6","PI","Neurobiology and Behavior","2181","39453","72549","A001","COLLABORATIVE RESEARCH: COPING WITH STRESS: INTEGRATING HORMONES, BEHAVIOR, GENE EXPRESSION, AND FITNESS","01G8","CALS EEB Uncategorized","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","5166","2015","2019","490000","GRANT","","","NSF","NSF BIO","","CALS Ecology & Evolutionary Biology","ASAP"
null,"71345-19267","71345","NIEDERDEPPE, JEFFREY","JEFFREY","","NIEDERDEPPE","JDN56","CO","CALS COM Uncategorized","01D6","19267","71345","A001","REDUCING EXPOSURE TO TOXICS IN URBAN ANGLERS","01F5","CALS NR Uncategorized","ENVIRONMENTAL PROTECT AGENCY","1395","2013","2016","632235","GRANT","","","EPA","","","CALS Natural Resources","ASAP"
http://scholars.cornell.edu/individual/dm24,Applied and Engineering Physics,http://scholars.cornell.edu/individual/org93835,"72633-5784","72633","MULLER, DAVID A","DAVID","A","MULLER","DM24","CO","Applied & Engineering Physics","2371","5784","72633","A001","MRI: ACQUISITION OF A CRYOGENIC, ABERRATION-CORRECTED SCANNING TRANSMISSION ELECTRON MICROSCOPE FOR ADVANCED MATERIALS RESEARCH AND EDUCATION","2371","Applied & Engineering Physics","NATL SCIENCE FOUNDATION","2244","2014","2016","2698364","GRANT","","","NSF","","","Applied & Engineering Physics","ASAP"
null,"74951-931","74951","OVERTON, THOMAS R","THOMAS","R","OVERTON","TRO2","PI","CALS AS Morrison/General Operations","01B8","931","74951","A001","DAIRY ACCELERATION PROGRAM","01D5","CALS AS Uncategorized","NYS DEPT OF AG & MARKETS","2301","2014","2019","300000","CONTRACT","","","NYS","AGMRKT","","CALS Animal Science","APA"
null,"62001-2578","62001","THOMAS, PETER C","PETER","C","THOMAS","PCT2","PI","Center Astrophysics-Planetary Science","3425","2578","62001","A001","CASSSINI SOLSTICE MISSION","3425","Center Astrophysics-Planetary Science","JET PROPULSION LABORATORY","1803","2010","2017","1235770","CONTRACT","535","NATL AERONAUTICS & SPACE ADM","JPL","","","Center Astrophysics-Planetary Science","ASAP"
null,"75721-18147","75721","RILES, ANNELISE","ANNELISE","","RILES","AR254","PI","Law School Research","2518","18147","75721","A001","LAND, LAW AND INDIGENOUS MEDIA: BUILDING POLITICAL FUTURES IN HIGHLAND BURMA","2152","Anthropology","NATL SCIENCE FOUNDATION","2244","2015","2017","14703","GRANT","","","NSF","","","Anthropology","ASAP"
null,"74403-19267","74403","NIEDERDEPPE, JEFFREY","JEFFREY","","NIEDERDEPPE","JDN56","KP","CALS COM Uncategorized","01D6","19267","74403","A001","NORTHEAST REGIONAL NUTRITION EDUCATION CENTER OF EXCELLENCE: BUILDING EVIDENCE AND TAKING ACTION IN COMMUNITIES","0399","Nutritional Sciences","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2014","2017","1266250","GRANT","3007","FOOD AND NUTRITION SERVICE, USDA","USDA","USDA-NIFA","","Nutritional Sciences","ASAP"
null,"66191-2273","66191","STOVER, PATRICK J","PATRICK","J","STOVER","PJS13","PI","Nutritional Sciences","0399","2273","66191","A001","HOMEOSTATIC REGULATION OF FOLATE METABOLISM","0399","Nutritional Sciences","NATL INST OF DIABETES, DIGESTIVE & KIDNEY, NIH","1211","2012","2017","1781499","GRANT","","","DHHS","NIH","NIH NIDDK","Nutritional Sciences","ASAP"
null,"78080-11484","78080","KASSABOV, MARTIN D.","MARTIN","D.","KASSABOV","MDK35","PI","Mathematics","2178","11484","78080","A001","REPRESENTATION THEORY OF GROUPS AND APPLICATIONS","2178","Mathematics","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","5171","2016","2019","229281","GRANT","","","NSF","NSF MPS","","Mathematics","ASAP"
null,"78290-42749","78290","DUNN, CHRISTOPHER P","CHRISTOPHER","P","DUNN","CPD55","KP","CALS Plantations","0135","42749","78290","A001","COLLABORATIVE RESEARCH BELMONT FORUM: ECOLOGICAL CALENDARS AND CLIMATE ADAPTATION IN THE PAMIRS","01F5","CALS NR Uncategorized","DIRECTORATE FOR GEOSCIENCES ","5170","2016","2019","459962","GRANT","","","NSF","NSF GEO","","CALS Natural Resources","ASAP"
null,"56125-3932","56125","ALDWINCKLE, HERBERT S","HERBERT","S","ALDWINCKLE","HSA1","PI","CALS Plant Pathology - Geneva","0625","3932","56125","A001","DEVELOPING ORANGE STRAINS RESISTANT TO THE ASIAN CITRUS PHYLLA","0625","CALS Plant Pathology - Geneva","SOUTHERN GARDENS CITRUS NURSERY, LLC","19856","2008","2016","1148635","CONTRACT","","","SOUTHERN GARDENS","","","CALS School of Integrative Plant Science","ASAP"
null,"66804-16227","66804","GANZEL, BARBARA L","BARBARA","L","GANZEL","BLG4","KP","Human Development","0321","16227","66804","A001","THE GIST OF HOT AND COLD COGNITION IN ADOLESCENTS' RISKY DECISION MAKING","0321","Human Development","NATL CTR FOR NURSING RESEARCH, NIH","1199","2012","2016","1768803","GRANT","","","DHHS","NIH","NIH NCNR","Human Development","ASAP"
null,"73118-3707","73118","NEE, VICTOR G","VICTOR","G","NEE","VGN1","PI","Sociology","2192","3707","73118","A001","THE MAKING OF KNOWLEDGE-BASED METROPOLITAN ECONOMIES: IT START-UPS IN INTERNATIONAL COMPARISON","2192","Sociology","LUND UNIVERSITY","43841","2014","2016","370751","CONTRACT","","","LUND","","","Sociology","ASAP"
null,"74276-348","74276","DICKINSON, JANIS L","JANIS","L","DICKINSON","JLD84","PI","CALS Lab of O - General Operations","01Y7","348","74276","A001","HABITAT NETWORK","01X2","CALS Lab of O - Citizen Science","NATURE CONSERVANCY","8668","2014","2016","175000","GRANT","","","NATURE CONSERVANCY","","","CALS Lab of O - Programs","ASAP"
null,"70072-13127","70072","LIN, HENING","HENING","","LIN","HL379","PI","Chemistry and Chemical Biology","2158","13127","70072","A001","CHEMICAL APPROACHES FOR STUDYING THE BIOLOGY OF NAD-CONSUMING ENZYMES","2158","Chemistry and Chemical Biology","NATL INST OF GENERAL MEDICAL SCIENCES, NIH","1214","2014","2018","1105276","GRANT","","","DHHS","NIH","NIH NIGMS","Chemistry and Chemical Biology","ASAP"
http://scholars.cornell.edu/individual/pqc1,Chemical and Biomolecular Engineering,http://scholars.cornell.edu/individual/org80541,"63016-2030","63016","CLANCY, PAULETTE","PAULETTE","","CLANCY","PQC1","KP","Chemical & Biomolecular Engineering","2360","2030","63016","A001","CORNELL CENTER FOR MATERIALS RESEARCH - MRSEC","3401","Cornell Center for Materials Research","DIRECTORATE FOR ENGINEERING NSF","5169","2011","2017","18359999","COOP","","","NSF","NSF ENG","","Cornell Center for Materials Research","ASAP"
null,"77676-3014","77676","BERGSTROM, GARY C","GARY","C","BERGSTROM","GCB3","PI","CALS PP-IT Uncategorized","01G2","3014","77676","A001","ACQUISITION OF GOODS AND SERVICES","0153","CALS Plant Pathology - Ithaca","AGRICULTURE RESEARCH SERVICE USDA","2993","2015","2016","217795","COOP","","","USDA","ARS","","CALS School of Integrative Plant Science","ASAP"
null,"78247-2673","78247","NAULT, BRIAN A","BRIAN","A","NAULT","BAN6","PI","CALS ENT-GN Uncategorized","06A1","2673","78247","A001","DOW AGROSCIENCES PRODUCT TESTING PROTOCOL FOR ONION AND SNAP BEAN INSECT PEST MANAGEMENT","06A1","CALS ENT-GN Uncategorized","DOW AGROSCIENCES LLC","23855","2015","2016","5000","CONTRACT","","","DOW AGRO","","","CALS Entomology","ASAP"
null,"75141-9266","75141","WAGNER, BETTINA","BETTINA","","WAGNER","BW73","PI","Population Medicine & Diagnostic Science","0447","9266","75141","A001","REACTIVITY OF SERUM SAMPLE FROM ALLERGIC HORSES IN THE US WITH ALLERGENS DERIVED FROM EUROPEAN CULICOIDES MIDGES","0452","Faculty Managed","BOEHRINGER INGELHEIM GMBH","47503","2015","2016","115134","CONTRACT","","","CH BOEHRSOHN","BOEH INGEL","","Population Medicine & Diagnostic Science","ASAP"
null,"65051-2916","65051","SORRELLS, MARK E","MARK","E","SORRELLS","MES12","CO","CALS PBG Uncategorized","01F8","2916","65051","A001","PHD FELLOWSHIPS TO TRAIN PLANT BREEDERS FOR THE 21ST CENTURY","0149","CALS Plant Breeding & Genetics","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2012","2017","238500","GRANT","","","USDA","USDA-NIFA","","CALS School of Integrative Plant Science","ASAP"
null,"37608-1752","37608","DAVIS, HARRY F","HARRY","F","DAVIS","HFD1","PI","Chemistry and Chemical Biology","2158","1752","37608","A001","BIMOLECULAR DYNAMICS OF COMBUSTION REACTIONS","2158","Chemistry and Chemical Biology","CHICAGO OPERATIONS OFFICE DOE","1289","2000","2017","2175000","GRANT","","","DOE","DOE CHICAGO","","Chemistry and Chemical Biology","ASAP"
null,"67497-26067","67497","GRIMSON, ANDREW","ANDREW","","GRIMSON","AWG58","PI","Molecular Biology and Genetics","2165","26067","67497","A001","IDENTIFICATION OF NOVEL SITES AND MECHANISMS OF POST-TRANSCRIPTIONAL REGULATION IN HUMANS","2165","Molecular Biology and Genetics","AMERICAN CANCER SOCIETY","728","2013","2016","718000","GRANT","","","AMER CANCER","","","Molecular Biology and Genetics","ASAP"
null,"77531-41529","77531","DAVENPORT, EMILY R","EMILY","R","DAVENPORT","LJB2","FE","Molecular Biology and Genetics","2165","41529","77531","A001","MODELING HUMAN GUT MICROBIOME COMMUNITY STRUCTURE IN HEALTHY AND DISEASED STATES","2165","Molecular Biology and Genetics","NATL INST OF HEALTH DHHS","476","2016","2019","168414","GRANT","","","DHHS","NIH","","Molecular Biology and Genetics","ASAP"
http://scholars.cornell.edu/individual/rb737,Mechanical and Aerospace Engineering,http://scholars.cornell.edu/individual/org66771,"74419-40813","74419","BARTHELMIE, REBECCA J","REBECCA","J","BARTHELMIE","RB737","PI","Mechanical & Aerospace Engineering","2355","40813","74419","A001","MULTIPLE WAKE INTERACTIONS IN LARGE WIND FARMS","2355","Mechanical & Aerospace Engineering","NATL SCIENCE FOUNDATION","2244","2014","2016","134872","GRANT","","","NSF","","","Mechanical & Aerospace Engineering","ASAP"
null,"75928-849","75928","KOZEN, DEXTER C","DEXTER","C","KOZEN","DCK10","CO","Computer Science","2366","849","75928","A001","AITF: FULL: ALGORITHMS AND PROBABILISTIC SEMANTICS FOR NEXT-GENERATION NETWORKS","361S","CS Sponsor","NATL SCIENCE FOUNDATION","2244","2015","2016","200000","GRANT","","","NSF","","","Computer Science","ASAP"
null,"73263-17688","73263","BAZAROV, IVAN","IVAN","","BAZAROV","IB38","PI","Physics","2186","17688","73263","A001","PHYSICS AND TECHNOLOGY OF HIGH-BRIGHTNESS HIGH-POWER PHOTOINJECTORS FOR BEAM COOLERS AND ELECTRON ION COLLIDERS.","3455","Cornell Lab Accelerator Sciences & Ed","DEPARTMENT OF ENERGY","483","2014","2016","340000","GRANT","","","DOE","","","Cornell Lab Accelerator Sciences & Ed","ASAP"
null,"70613-44069","70613","VARVAYANIS, SUSI","SUSI","","VARVAYANIS","SV27","KP","Research & Grad Education","0335","44069","70613","A001","CORNELL UNIVERSITY BEST TRAINING PROGRAM","048B","Other Graduate Student Support","OFFICE OF THE DIRECTOR NIH","27895","2013","2018","1819509","GRANT","","","DHHS","NIH","NIH OD","DVM Financial Aid & Post DVM Support","ASAP"
null,"70197-28167","70197","MASTER AGREEMENT, OSP","OSP","","MASTER AGREEMENT","","PI","Office of Sponsored Programs","3445","28167","70197","A001","MASTER RESEARCH AGREEMENT","3445","Office of Sponsored Programs","BLUE4GREEN BV","39921","2013","2018","0","CONTRACT","","","BLUE4GREEN","","","Office of Sponsored Programs","ASAP"
http://scholars.cornell.edu/individual/kz33,Mechanical and Aerospace Engineering,http://scholars.cornell.edu/individual/org66771,"57320-14668","57320","ZHANG, KE MAX","KE","MAX","ZHANG","KZ33","PI","Mechanical & Aerospace Engineering","2355","14668","57320","A001","PSERC CORNELL RESEARCH","2355","Mechanical & Aerospace Engineering","ARIZONA STATE UNIVERSITY","809","2008","2016","153817","GRANT","","","ARIZONA STATE U","","","Mechanical & Aerospace Engineering","ASAP"
http://scholars.cornell.edu/individual/mp336,Mechanical and Aerospace Engineering,http://scholars.cornell.edu/individual/org66771,"73694-9024","73694","PECK, MASON","MASON","","PECK","MP336","PI","Mechanical & Aerospace Engineering","2355","9024","73694","A001","NEW YORK SPACE GRANT COMMUNITY COLLEGE PARTNERSHIP PROGRAM","3425","Center Astrophysics-Planetary Science","NASA SHARED SERVICES CENTER","16293","2014","2016","499995","COOP","","","NASA","NSSC","","Center Astrophysics-Planetary Science","ASAP"
http://scholars.cornell.edu/individual/jam262,Applied and Engineering Physics,http://scholars.cornell.edu/individual/org93835,"75877-42329","75877","MOSES, JEFFREY A","JEFFREY","A","MOSES","JAM262","PI","Applied & Engineering Physics","2371","42329","75877","A001","HIGH-ENERGY, MULTI-OCTAVE-SPANNING MID-IR SOURCES VIA ADIABATIC DIFFERENCE FREQUENCY GENERATION","2371","Applied & Engineering Physics","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","530","2014","2016","232780","GRANT","1241","AIR FORCE OFFICE OF SCIENTIFIC RESEARCH","MIT","","","Applied & Engineering Physics","ASAP"
null,"76161-1101","76161","BROWN, SUSAN K","SUSAN","K","BROWN","SKB3","PI","CALS HORT-GN Uncategorized","06A7","1101","76161","A001","RESEARCH TO SUPPORT THE AGRICULTURAL ECONOMY IN THE GENESEE VALLEY REGION","06B6","CALS Geneva AES Sponsored Awards","GENESEE VALLEY REGIONAL MARKET","43021","2015","2016","159893","CONTRACT","2301","NYS DEPT OF AG & MARKETS","GVRM","","","CALS Geneva AES Finance & Operating","ASAP"
null,"78933-3510","78933","FORTIER, LISA","LISA","","FORTIER","LAF4","PI","Clinical Sciences","0422","3510","78933","A001","INVESTIGATING THE ABILITY OF MESENCHYMAL STEM CELLS TO DIMINISH THE EFFECTS OF CARTILAGE INJURY","0427","Faculty Managed","XINTELA AB","50681","2016","2017","175057","CONTRACT","","","XINTELA AB","","","Clinical Sciences","APA"
null,"76872-37010","76872","CAMPOY, LUIS","LUIS","","CAMPOY","LC268","PI","Clinical Sciences","0422","37010","76872","A001","TESTING OF NOVEL INSTRUMENT FOR EQUINE MAXILLARY NERVE BLOCKS","0427","Faculty Managed","MILESTONE MEDICAL","48381","2015","2016","2067","CONTRACT","","","MILESTONE MED","","","Clinical Sciences","ASAP"
null,"76512-3886","76512","SHELTON, ANTHONY M","ANTHONY","M","SHELTON","AMS5","PI","CALS ENT-GN Uncategorized","06A1","3886","76512","A001","SERVICE ORDER #8 - BIODIRECT FLEA BEETLE EFFICACY","06A1","CALS ENT-GN Uncategorized","MONSANTO","2046","2015","2016","9600","CONTRACT","","","MONSANTO","","","CALS Entomology","ASAP"
null,"78479-2391","78479","PRITTS, MARVIN P","MARVIN","P","PRITTS","MPP3","CO","CALS Plant Pathology - Ithaca","0153","2391","78479","A001","TRAINING SMALLHOLDER FARMERS IN CHINA FOR SUSTAINABLE PRODUCTION AND DOMESTIC MARKET ACCESS (PHASE II)","01L5","CALS CIIFAD Uncategorized","WALMART FOUNDATON","39149","2016","2017","1499972","GRANT","","","WF","","","CALS CIIFAD","ASAP"
null,"60194-28167","60194","MASTER AGREEMENT, OSP","OSP","","MASTER AGREEMENT","","PI","Office of Sponsored Programs","3445","28167","60194","A001","LBNL NON-PROPRIETARY USER AGREEMENT","3445","Office of Sponsored Programs","LAWRENCE BERKELEY NATIONAL LABORATORY","32177","2009","2016","0","CONTRACT","483","DEPARTMENT OF ENERGY","LBNL","","","Office of Sponsored Programs","ASAP"
null,"74478-15667","74478","RICE, AARON N","AARON","N","RICE","ANR37","PI","CALS Lab of O - Programs","017A","15667","74478","A001","BASIC ORDER AGREEMENT","01X0","CALS Lab of O - Bioacoustics","TETRA TECH INC","2829","2014","2019","0","CONTRACT","40201","NAVAL FACILITIES ENGINEERING COMMAND","TETRA TECH","","","CALS Lab of O - Programs","ASAP"
null,"78742-9144","78742","FUCHS, MARC","MARC","","FUCHS","MF13","PI","CALS Plant Pathology - Geneva","0625","9144","78742","A001","VIRUS DETECTION FROM GRAPEVINE SAMPLES SUBMITTED BY COOPERATIVE EXTENSION COOPERATORS FOR A GRAPE COMMODITY SURVEY","0625","CALS Plant Pathology - Geneva","NYS DEPT OF AG & MARKETS","2301","2015","2016","22700","CONTRACT","","","NYS","AGMRKT","","CALS School of Integrative Plant Science","ASAP"
null,"72892-16467","72892","QI, LING","LING","","QI","LQ35","PI","Nutritional Sciences","0399","16467","72892","A001","REGULATION OF IRE1A SIGNALING BY THE SEL1L-HRD1 ERAD COMPLEX","0399","Nutritional Sciences","NATL INST OF GENERAL MEDICAL SCIENCES, NIH","1214","2015","2018","1193500","GRANT","","","DHHS","NIH","NIH NIGMS","Nutritional Sciences","ASAP"
null,"67183-22829","67183","MITCHELL, SHARON E","SHARON","E","MITCHELL","SEM30","CO","Institute Biotechnology & Life Science","3435","22829","67183","A001","BIOLOGY OF RARE ALLELES IN MAIZE AND ITS WILD RELATIVES","3435","Institute Biotechnology & Life Science","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","5166","2013","2018","13289140","GRANT","","","NSF","NSF BIO","","Institute Biotechnology & Life Science","ASAP"
null,"72816-33328","72816","FITZPATRICK, MARIA D","MARIA","D","FITZPATRICK","MDF98","PI","Policy Analysis and Management","0324","33328","72816","A001","DO POLICIES AIMED AT ENCOURAGING AMERICANS TO WORK LONGER AFFECT HEALTH?","0324","Policy Analysis and Management","SLOAN FOUNDATION","2714","2014","2016","307604","GRANT","","","SLOAN","","","Policy Analysis and Management","APA"
null,"74827-12748","74827","HOFFSTAETTER, GEORG","GEORG","","HOFFSTAETTER","GH77","KP","Physics","2186","12748","74827","A001","SPECIFICATION FOR MANUFACTURE AND TESTING OF THE LEREC DC ELECTRON GUN","3455","Cornell Lab Accelerator Sciences & Ed","BROOKHAVEN NATIONAL LAB","937","2014","2016","752862","CONTRACT","483","DEPARTMENT OF ENERGY","BROOKHAVEN","","","Cornell Lab Accelerator Sciences & Ed","ASAP"
null,"71311-2346","71311","LAUBER, BRUCE","BRUCE","","LAUBER","TBL3","PI","CALS NR Uncategorized","01F5","2346","71311","A001","GREAT LAKES HEALTH COLLABORATION TO REDUCE TOXICS EXPOSURE","01F5","CALS NR Uncategorized","MINNESOTA DEPARTMENT OF AGRICULTURE","224","2013","2016","534712","GRANT","1395","ENVIRONMENTAL PROTECT AGENCY","MINNESOTA","MN DEPT OF AG","","CALS Natural Resources","ASAP"
http://scholars.cornell.edu/individual/cs385,Biomedical Engineering,http://scholars.cornell.edu/individual/org68763,"72151-12107","72151","SCHAFFER, CHRIS","CHRIS","","SCHAFFER","CS385","PI","Biomedical Engineering","2388","12107","72151","A001","LONG-TERM IMAGING OF CELLULAR DYNAMICS IN THE SPINAL CORD OF MICE","2388","Biomedical Engineering","THE CRAIG H. NEILSEN FOUNDATION","24016","2014","2016","300000","GRANT","","","NEILSEN FDN","","","Biomedical Engineering","ASAP"
http://scholars.cornell.edu/individual/rdr82,Materials Science and Engineering,http://scholars.cornell.edu/individual/org42189,"74962-21607","74962","ROBINSON, RICHARD D","RICHARD","D","ROBINSON","RDR82","PI","Materials Science Engineering","2374","21607","74962","A001","CHARACTERIZATION OF ATOMIC DIFFUSION DURING ION EXCHANGE REACTIONS","2374","Materials Science Engineering","NATL SCIENCE FOUNDATION","2244","2015","2019","560000","GRANT","","","NSF","","","Materials Science Engineering","APA"
null,"63079-3035","63079","WALKER, LARRY P","LARRY","P","WALKER","LPW1","CO","CALS BEE Uncategorized","01A9","3035","63079","A001","DEFINING DETERMINANTS AND DYNAMICS AND CELLULOSE MICROFIBRIL BIOSYNTHESIS, ASSEMBLY AND DEGREDATION","0184","CALS Plant Biology","DEPARTMENT OF ENERGY","483","2011","2016","2005372","GRANT","","","DOE","","","CALS School of Integrative Plant Science","ASAP"
null,"64581-1174","64581","BIRMAN, KENNETH P","KENNETH","P","BIRMAN","KPB3","CO","Computer Science","2366","1174","64581","A001","CPS:MEDIUM:COLLABORATIVE RESEARCH:INFORMATION AND COMPUTATION HIERARCHY FOR SMART GRIDS","2370","Electrical & Computer Engineering","NATL SCIENCE FOUNDATION","2244","2011","2016","1325000","GRANT","","","NSF","","","Electrical & Computer Engineering","ASAP"
null,"74161-17947","74161","CAUDILL, MARIE A.","MARIE","A.","CAUDILL","MAC379","PI","CALS NS Uncategorized","01H3","17947","74161","A001","VITAMIN D METABOLISM IN PREGNANT WOMEN CONSUMING CONTROLLED INTAKES","01H3","CALS NS Uncategorized","NATL INST OF HEALTH DHHS","476","2015","2017","160195","GRANT","","","DHHS","NIH","","CALS Nutritional Sciences","ASAP"
null,"65945-4283","65945","SOLOWAY, PAUL D","PAUL","D","SOLOWAY","PDS28","PI","CALS NS Uncategorized","01H3","4283","65945","A001","TOOLS FOR SINGLE MOLECULE AND SINGLE CELL EPIGENOMIC ANALYSIS","01H3","CALS NS Uncategorized","NATL INST OF HEALTH DHHS","476","2012","2016","1680769","GRANT","","","DHHS","NIH","","CALS Nutritional Sciences","ASAP"
null,"73314-932","73314","LIPSON, MICHAL","MICHAL","","LIPSON","ML292","PI","Electrical & Computer Engineering","2370","932","73314","A001","MULTIPLE WAVELENGTH FILTERING","2370","Electrical & Computer Engineering","ASML US INC.","38862","2014","2017","100000","CONTRACT","","","ASML","","","Electrical & Computer Engineering","ASAP"
null,"68546-985","68546","JOHNSON, PATRICIA A","PATRICIA","A","JOHNSON","PAJ1","CO","CALS AS Morrison/General Operations","01B8","985","68546","A001","PRO-DAIRY","01D5","CALS AS Uncategorized","NYS DEPT OF ENVIRONMENTAL CONSERVATION","2318","2013","2018","2851829","CONTRACT","","","NYS","NYS DEC","","CALS Animal Science","AMSC"
null,"75882-43531","75882","O`MAHONY, EOIN D","EOIN","D","O`MAHONY","EDO22","KP","Operations Research & Information Engr","2376","43531","75882","A001","BIKE SHARING LOGISTICS","2376","Operations Research & Information Engr","NATL SCIENCE FOUNDATION","2244","2015","2018","200000","GRANT","","","NSF","","","Operations Research & Information Engr","ASAP"
null,"69277-20087","69277","CREASAP, JODI E","JODI","E","CREASAP","JEC53","CO","CALS CCE General Area Team Operations","01K4","20087","69277","A001","A SYSTEM APPROACH TO CONCORD PRODUCTIVITY AND FRUIT QUALITY IN THE LAKE ERIE PRODUCTION REGION","0632","CALS Horticulture - Geneva","NY WINE/GRAPE FDN","2276","2012","2016","216336","CONTRACT","","","NY WINE/GRAPE","","","CALS School of Integrative Plant Science","APA"
null,"77732-2916","77732","SORRELLS, MARK E","MARK","E","SORRELLS","MES12","CO","CALS PBG Uncategorized","01F8","2916","77732","A001","RNASEQ TO ACCELERATE OAT BREEDING FOR NUTRITIONAL QUALITY","0149","CALS Plant Breeding & Genetics","AGRICULTURE RESEARCH SERVICE USDA","2993","2015","2016","131417","COOP","","","USDA","ARS","","CALS School of Integrative Plant Science","ASAP"
http://scholars.cornell.edu/individual/ml95,Applied and Engineering Physics,http://scholars.cornell.edu/individual/org93835,"71793-1755","71793","LINDAU, MANFRED","MANFRED","","LINDAU","ML95","PI","Applied & Engineering Physics","2371","1755","71793","A001","TIME SUPERRESOLUTION MICROSCOPY TO STUDY OF THE FUNCTION OF SYNTAXIN CLUSTERS","2371","Applied & Engineering Physics","NATL INST OF HEALTH DHHS","476","2014","2017","442750","GRANT","","","DHHS","NIH","","Applied & Engineering Physics","ASAP"
null,"75643-41089","75643","PRYOR, SARA C","SARA","C","PRYOR","SP2279","PI","CALS Earth and Atmospheric Science","0124","41089","75643","A001","QUANTIFYING AND ATTRIBUTING VARIABILITY AND TRENDS IN AEROSOL PARTICLE CHARACTERISTICS OF RELEVANCE TO CLIMATE FORCING","01B2","CALS EAS Uncategorized","NATL AERONAUTICS & SPACE ADM","535","2016","2019","556739","GRANT","","","NASA","","","CALS Earth and Atmospheric Science","ASAP"
null,"69764-3583","69764","CHANG, YUNG-FU","YUNG-FU","","CHANG","YC42","CO","Population Medicine & Diagnostic Science","0447","3583","69764","A001","STRATEGIES TO MITIGATE THE RISKS ASSOCIATED WITH FOODBORNE PATHOGENS AND THEIR ADVERSE CONSEQUENCES FOR CITIZENS OF QATAR: FROM PRODUCTION TO CONSUMPTION","0452","Faculty Managed","HAMAD MEDICAL CORPORATION","39481","2015","2018","288968","CONTRACT","","","HMC","","","Population Medicine & Diagnostic Science","ASAP"
http://scholars.cornell.edu/individual/mp336,Mechanical and Aerospace Engineering,http://scholars.cornell.edu/individual/org66771,"76831-9024","76831","PECK, MASON","MASON","","PECK","MP336","PI","Mechanical & Aerospace Engineering","2355","9024","76831","A001","PASSIVE, FAILURE-TOLERANT DOCKING AND UNDOCKING WITH ARTICULATED MAGNETS","2355","Mechanical & Aerospace Engineering","NATL AERONAUTICS & SPACE ADM","535","2015","2019","74000","GRANT","","","NASA","","","Mechanical & Aerospace Engineering","APA"
null,"68326-1709","68326","BROOKS, MARJORY B","MARJORY","B","BROOKS","MBB9","PI","Population Medicine & Diagnostic Science","0447","1709","68326","A001","OPTIMIZATION OF PREANALYTIC VARIABLES TO DETECT HYPERCOAGULABILITY IN RAT MODELS","0452","Faculty Managed","ELI LILLY CO.","1372","2013","2016","191005","CONTRACT","","","ELI LILLY","","","Population Medicine & Diagnostic Science","ASAP"
null,"76783-22007","76783","XU, KENONG","KENONG","","XU","KX27","KP","CALS HORT-GN Uncategorized","06A7","22007","76783","A001","SUMMER RESEARCH AND EXTENSION INTERNSHIPS FOR UNDERGRADUATES AT CORNELL UNIVERSITY'S NEW YORK STATE AGRICULTURAL EXPERIMENT STATION","0625","CALS Plant Pathology - Geneva","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","19473","2016","2019","266895","GRANT","","","USDA","USDA-NIFA","","CALS School of Integrative Plant Science","ASAP"
null,"72223-28389","72223","POVEDA, KATJA","KATJA","","POVEDA","KAP235","PI","CALS ENT-IT Uncategorized","01E2","28389","72223","A001","INCREASING POTATO YIELD THROUGH GENETIC AND BIOCHEMICAL ANALYSIS OF COMPENSATORY GROWTH RESPONSES DURING TUBER MOTH INFESTATION","01E2","CALS ENT-IT Uncategorized","BOYCE THOMPSON INSTITUTE","943","2014","2016","240572","GRANT","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","BTI","","","CALS Entomology","ASAP"
null,"63336-23468","63336","KURPIOS, NATASZA","NATASZA","","KURPIOS","NK378","PI","Molecular Medicine","0440","23468","63336","A001","MECHANISMS UNDERLYING ASYMMETRIC ROTATION AND VASCULAR DEVELOPMENT OF THE MIDGUT","0445","Faculty Managed","NATL INST OF DIABETES, DIGESTIVE & KIDNEY, NIH","1211","2012","2017","1648098","GRANT","","","DHHS","NIH","NIH NIDDK","Molecular Medicine","ASAP"
null,"64495-2115","64495","CERIONE, RICHARD A","RICHARD","A","CERIONE","RAC1","PI","Molecular Medicine","0440","2115","64495","A001","ROLES OF CDC42 AND SIGNALING PARTNERS IN CELL GROWTH AND DIFFERENTIATION","0445","Faculty Managed","NATL INST OF GENERAL MEDICAL SCIENCES, NIH","1214","2012","2016","1214560","GRANT","","","DHHS","NIH","NIH NIGMS","Molecular Medicine","ASAP"
null,"76382-37129","76382","TOBIAS, HERBERT J","HERBERT","J","TOBIAS","HT11","PI","Nutritional Sciences","0399","37129","76382","A001","CRYOGENIC FOCUSING FAST GAS CHROMATOGRAPHY ISOTOPE RATIO MASS SPECTROMETRY","0399","Nutritional Sciences","PARTNERSHIP FOR CLEAN COMPETITION","25175","2015","2016","156512","GRANT","","","PCC","","","Nutritional Sciences","ASAP"
